path	Consonant_before_vowel	Vowel	Start_time_V(ms)	End_time_V(ms)	Duration_V(ms)	Phone_after_V	Duration_phone_after_V(ms)	Word	Starttime_word(ms)	Endtime_word(ms)	Word_Duration(ms)	Speaker_rate
common_voice_pl_20555593	p	a	2880	2920	40	t	80	patrzyłem	2820	3460	640	11.424
common_voice_pl_20555603	p	a	1880	1940	60	p	80	papierów	1810	2420	610	11.667
common_voice_pl_20555627	t	ɨ	990	1060	70	p	90	typ	890	1150	260	12.881
common_voice_pl_20555641	t	a	1750	1860	110	k	250	tak	1690	2110	420	14.626
common_voice_pl_20555649	p	a	2430	2510	80	t	100	upadku	2270	2950	680	12.291
common_voice_pl_20555661	p	a	3360	3430	70	t	110	upadku	3180	3810	630	11.438
common_voice_pl_20555668	p	ɨ	2310	2360	50	t	60	pytania	2250	2650	400	14.557
common_voice_pl_20555674	p	a	640	670	30	t	70	patrzyła	570	1130	560	13.182
common_voice_pl_20555680	p	u	810	910	100	k	80	puk	750	990	240	9.375
common_voice_pl_20555680	p	u	1050	1190	140	k	220	puk	990	1410	420	9.375
common_voice_pl_20555706	k	a	2350	2380	30	p	70	kaptura	2260	2770	510	13.771
common_voice_pl_20555712	t	a	770	810	40	k	280	tak	650	1090	440	5.882
common_voice_pl_20555728	k	u	1580	1620	40	p	60	skupiłaś	1430	1900	470	11.594
common_voice_pl_20555731	t	a	1040	1140	100	k	230	tak	970	1370	400	8.889
common_voice_pl_20555732	t	a	1310	1380	70	k	110	tak	1240	1490	250	13.245
common_voice_pl_20555738	t	a	940	1000	60	k	110	tak	870	1110	240	11.927
common_voice_pl_20555747	b	a	2260	2330	70	s	120	basem	2210	2610	400	11.765
common_voice_pl_20555759	p	a	1970	2020	50	t	90	patologiczne	1860	2640	780	14.362
common_voice_pl_20555763	t	a	580	640	60	k	140	tak	490	780	290	13.080
common_voice_pl_20555763	t	a	1360	1400	40	k	80	kontakt	1090	1580	490	13.080
common_voice_pl_20558577	t	a	780	920	140	k	110	tak	720	1030	310	13.725
common_voice_pl_20558587	t	a	750	810	60	t	100	ostatniego	610	1100	490	15.556
common_voice_pl_20558704	t	a	710	770	60	k	80	tak	650	850	200	13.772
common_voice_pl_20558715	p	i	1330	1380	50	s	100	zapisywał	1140	1660	520	15.082
common_voice_pl_20558779	p	a	520	570	50	t	100	patelnia	460	1180	720	9.722
common_voice_pl_20558919	p	a	2170	2240	70	t	80	patetycznie	2090	2800	710	14.040
common_voice_pl_20559564	p	a	1110	1170	60	k	110	chłopak	880	1280	400	13.978
common_voice_pl_20560107	p	a	2000	2070	70	t	110	pompatycznie	1710	2610	900	12.527
common_voice_pl_20593988	t	ɨ	970	1000	30	k	80	praktyka	650	1150	500	13.846
common_voice_pl_20594013	p	a	1260	1320	60	p	80	papa	1160	1550	390	14.019
common_voice_pl_20600481	p	a	570	650	80	t	110	patrz	520	940	420	11.966
common_voice_pl_20600527	k	a	1720	1760	40	p	90	kapela	1630	2110	480	14.234
common_voice_pl_20600577	t	a	2340	2380	40	k	90	tak	2280	2470	190	13.167
common_voice_pl_20600577	b	ɨ	3970	4020	50	t	90	zbytecznej	3830	4410	580	13.167
common_voice_pl_20600579	t	u	1060	1100	40	t	70	tutaj	1010	1270	260	13.889
common_voice_pl_20602610	t	a	2150	2220	70	k	120	tak	2020	2340	320	10.270
common_voice_pl_20602654	b	u	870	930	60	t	70	buteleczka	800	1370	570	12.500
common_voice_pl_20602812	t	a	1320	1500	180	k	240	tak	1270	1740	470	8.475
common_voice_pl_20602883	p	a	690	750	60	t	70	opatrzyliśmy	530	1280	750	11.688
common_voice_pl_20602951	t	a	1450	1730	280	k	360	tak	1370	2090	720	8.587
common_voice_pl_20603049	p	a	870	970	100	t	110	patrz	820	1140	320	10.141
common_voice_pl_20603050	t	a	1040	1160	120	k	170	tak	980	1330	350	10.315
common_voice_pl_20603072	b	u	1420	1470	50	k	110	bóg	1360	1580	220	8.682
common_voice_pl_20603074	p	i	1970	2050	80	s	130	opisał	1770	2450	680	10.377
common_voice_pl_20603075	p	i	2200	2250	50	s	100	opisał	2050	2440	390	14.286
common_voice_pl_20603117	b	ɨ	1210	1270	60	t	70	zbyt	1050	1340	290	11.667
common_voice_pl_20603118	d	a	960	1060	100	t	100	dodatku	770	1320	550	11.552
common_voice_pl_20603135	b	ɨ	1270	1350	80	t	60	zbyt	1080	1410	330	11.111
common_voice_pl_20603137	p	u	2000	2060	60	k	110	pukowi	1850	2590	740	10.145
common_voice_pl_20603180	t	a	2980	3030	50	t	110	statystyki	2790	3770	980	11.094
common_voice_pl_20603180	t	ɨ	3140	3190	50	s	150	statystyki	2790	3770	980	11.094
common_voice_pl_20603204	t	a	790	840	50	t	110	tatarakiem	710	1470	760	10.502
common_voice_pl_20603220	p	u	1570	1620	50	s	150	opustoszeć	1380	2390	1010	11.186
common_voice_pl_20603255	t	a	790	840	50	k	110	tak	730	950	220	8.458
common_voice_pl_20603263	k	u	1840	1900	60	p	150	zakupów	1590	2400	810	11.243
common_voice_pl_20603266	p	i	1400	1440	40	s	90	napisać	1250	1640	390	13.386
common_voice_pl_20603282	t	ɨ	1230	1270	40	k	70	krytyk	950	1340	390	12.931
common_voice_pl_20603290	b	i	1150	1200	50	s	60	osobista	860	1390	530	11.675
common_voice_pl_20603290	b	ɨ	2150	2180	30	t	80	zbyteczna	1990	2750	760	11.675
common_voice_pl_20603340	t	a	1800	1860	60	k	80	tak	1720	1940	220	10.619
common_voice_pl_20603388	p	i	1320	1350	30	s	120	napisali	1170	1790	620	12.766
common_voice_pl_20603418	t	a	1970	2010	40	k	100	tak	1910	2110	200	10.390
common_voice_pl_20603432	t	ɨ	2190	2240	50	k	80	polityką	1880	2510	630	12.085
common_voice_pl_20603448	k	u	1940	2040	100	k	80	kukłę	1880	2220	340	15.287
common_voice_pl_20603458	t	a	2340	2400	60	t	90	dostatecznie	2080	2900	820	8.704
common_voice_pl_20603480	t	a	1420	1480	60	k	70	tak	1370	1550	180	12.579
common_voice_pl_20603490	b	u	1080	1220	140	k	230	bóg	990	1450	460	9.403
common_voice_pl_20603566	t	a	1650	1760	110	k	100	tak	1590	1860	270	12.043
common_voice_pl_20603566	t	a	2880	2960	80	k	100	tak	2810	3060	250	12.043
common_voice_pl_20603611	p	a	2810	2860	50	s	120	opasując	2650	3260	610	12.737
common_voice_pl_20603619	t	a	700	830	130	k	130	tak	630	960	330	10.569
common_voice_pl_20603622	p	ɨ	3040	3100	60	t	100	pytanie	2970	3560	590	10.117
common_voice_pl_20603632	t	a	950	1060	110	k	220	tak	880	1280	400	11.062
common_voice_pl_20603636	p	ɨ	1790	1860	70	t	80	zapytał	1460	2070	610	8.993
common_voice_pl_20603641	k	u	2390	2460	70	s	190	kusej	2310	3020	710	12.521
common_voice_pl_20603732	p	ɨ	1890	1950	60	t	80	spytałem	1680	2260	580	13.030
common_voice_pl_20603741	t	u	1260	1340	80	p	50	tupet	1180	1580	400	11.682
common_voice_pl_20603773	p	a	1230	1290	60	k	90	chłopak	900	1380	480	12.459
common_voice_pl_20603773	t	a	1610	1660	50	k	80	tak	1500	1740	240	12.459
common_voice_pl_20603794	t	a	1100	1190	90	t	60	ostatnich	800	1480	680	10.696
common_voice_pl_20603806	t	a	1010	1070	60	k	130	tak	940	1200	260	12.227
common_voice_pl_20603806	t	a	2270	2330	60	k	80	tak	2210	2410	200	12.227
common_voice_pl_20603808	p	a	1930	2020	90	p	110	papier	1840	2400	560	10.567
common_voice_pl_20603816	b	u	1970	2070	100	s	210	autobus	1650	2280	630	11.836
common_voice_pl_20603840	k	u	2630	2710	80	s	130	kusej	2500	3000	500	11.746
common_voice_pl_20603842	t	a	1370	1500	130	k	220	tak	1310	1720	410	8.088
common_voice_pl_20603848	t	a	890	950	60	k	100	tak	840	1050	210	12.658
common_voice_pl_20603876	ɡ	a	1560	1630	70	t	140	delegat	1210	1770	560	12.831
common_voice_pl_20603876	p	i	2020	2070	50	s	120	podpisał	1770	2310	540	12.831
common_voice_pl_20603877	t	a	810	860	50	k	60	tak	740	920	180	13.542
common_voice_pl_20603879	p	a	790	890	100	t	80	patrzył	720	1160	440	13.608
common_voice_pl_20603881	t	a	1510	1580	70	t	100	ostatnio	1300	1780	480	14.780
common_voice_pl_20603917	p	ɨ	2030	2090	60	t	70	zapytała	1800	2360	560	12.846
common_voice_pl_20603926	p	a	1680	1750	70	p	70	papierosa	1620	2300	680	10.365
common_voice_pl_20603941	p	ɨ	2570	2640	70	t	80	spytałem	2390	3000	610	12.465
common_voice_pl_20603944	p	a	1600	1690	90	k	180	chłopak	1180	1870	690	10.180
common_voice_pl_20603948	k	a	1560	1680	120	t	100	pękaty	1220	1810	590	11.567
common_voice_pl_20603968	t	a	330	450	120	k	160	tak	270	610	340	12.371
common_voice_pl_20603971	b	i	1040	1120	80	t	50	rozbitą	780	1360	580	12.879
common_voice_pl_20604019	p	ɨ	2000	2050	50	t	100	zapytała	1740	2340	600	12.112
common_voice_pl_20604053	p	a	1770	1840	70	p	60	papier	1670	2050	380	14.714
common_voice_pl_20604063	d	a	1100	1160	60	k	70	redaktor	870	1370	500	14.815
common_voice_pl_20604066	t	a	2300	2390	90	k	180	tak	2250	2570	320	10.435
common_voice_pl_20604068	t	ɨ	1270	1300	30	k	50	spotykamy	1070	1540	470	15.116
common_voice_pl_20604070	t	ɨ	1400	1450	50	k	70	spotykamy	1120	1690	570	14.857
common_voice_pl_20604075	t	a	1850	1920	70	k	70	tak	1770	1990	220	11.538
common_voice_pl_20604080	t	a	520	640	120	k	170	tak	450	810	360	12.267
common_voice_pl_20604095	k	u	750	820	70	p	60	kupiłem	660	1090	430	14.557
common_voice_pl_20604113	p	i	1760	1810	50	s	90	pisać	1680	2100	420	10.884
common_voice_pl_20604117	d	a	2170	2200	30	t	100	dodatkowo	1960	2560	600	16.667
common_voice_pl_20604142	t	a	1030	1080	50	k	80	tak	960	1160	200	13.265
common_voice_pl_20604143	p	ɨ	2780	2830	50	t	70	zapytała	2550	3100	550	11.685
common_voice_pl_20604148	b	ɨ	2420	2460	40	t	30	zbyt	2290	2490	200	13.547
common_voice_pl_20604150	b	u	2370	2440	70	s	210	autobus	2060	2650	590	13.223
common_voice_pl_20604152	t	a	1020	1070	50	k	100	tak	960	1170	210	13.043
common_voice_pl_20604157	p	ɨ	2220	2300	80	t	100	zapytać	1990	2700	710	9.302
common_voice_pl_20604162	t	ɨ	1310	1410	100	k	80	spotykam	870	1560	690	10.323
common_voice_pl_20604176	k	u	1610	1690	80	p	60	kupują	1540	1940	400	14.286
common_voice_pl_20604184	k	a	2480	2580	100	p	100	kaplic	2380	3030	650	12.354
common_voice_pl_20604186	t	a	870	950	80	k	60	tak	800	1010	210	12.676
common_voice_pl_20604195	d	a	1310	1370	60	k	80	redaktor	1080	1610	530	14.458
common_voice_pl_20604235	t	a	760	820	60	k	80	tak	700	900	200	13.333
common_voice_pl_20604237	p	a	2160	2240	80	t	70	wpatrywaniu	2000	2660	660	14.734
common_voice_pl_20604251	t	ɨ	1190	1240	50	k	80	polityka	900	1390	490	13.187
common_voice_pl_20604255	t	a	2160	2220	60	k	70	tak	2070	2290	220	13.472
common_voice_pl_20604298	t	a	1540	1580	40	k	90	tak	1440	1670	230	12.362
common_voice_pl_20604313	t	a	1440	1540	100	k	130	tak	1370	1670	300	8.247
common_voice_pl_20604314	b	a	1070	1150	80	p	70	babcia	960	1400	440	11.155
common_voice_pl_20604337	t	ɨ	1100	1150	50	k	50	spotykam	730	1330	600	12.308
common_voice_pl_20604350	t	a	1630	1730	100	k	300	tak	1540	2030	490	12.991
common_voice_pl_20604353	t	u	1880	1970	90	t	60	tutaj	1780	2410	630	12.217
common_voice_pl_20604367	p	i	2210	2260	50	s	110	opisać	2060	2610	550	10.646
common_voice_pl_20604387	t	a	920	1040	120	k	280	tak	850	1320	470	11.551
common_voice_pl_20604402	t	a	880	980	100	k	100	tak	820	1080	260	9.459
common_voice_pl_20604403	t	a	870	1050	180	k	130	tak	800	1180	380	7.386
common_voice_pl_20604405	k	a	2090	2140	50	p	90	kapitałów	2020	2640	620	13.990
common_voice_pl_20604405	p	i	2230	2310	80	t	60	kapitałów	2020	2640	620	13.990
common_voice_pl_20604420	t	a	2330	2390	60	k	90	taka	2250	2560	310	11.837
common_voice_pl_20604421	t	ɨ	890	960	70	k	90	polityka	560	1120	560	10.542
common_voice_pl_20604427	t	a	1020	1110	90	t	90	ostatkiem	750	1410	660	11.270
common_voice_pl_20604432	t	a	1340	1380	40	k	90	tak	1270	1470	200	13.814
common_voice_pl_20604435	t	a	2470	2550	80	k	130	tak	2400	2680	280	10.484
common_voice_pl_20604463	p	a	2650	2720	70	t	120	sympatię	2330	2940	610	12.613
common_voice_pl_20604476	t	u	2600	2680	80	k	110	sztuką	2420	3020	600	11.585
common_voice_pl_20604480	t	a	1320	1430	110	k	110	tak	1200	1540	340	9.938
common_voice_pl_20604485	k	u	1220	1250	30	p	90	kupić	1150	1470	320	13.684
common_voice_pl_20604486	t	u	2050	2110	60	k	90	sztuką	1890	2360	470	16.320
common_voice_pl_20604515	b	u	1970	2080	110	s	250	autobus	1640	2330	690	13.115
common_voice_pl_20604520	p	i	1950	2000	50	s	110	pisać	1900	2340	440	10.240
common_voice_pl_20604533	t	a	1190	1270	80	k	120	tak	1090	1390	300	11.927
common_voice_pl_20604538	t	a	1100	1160	60	k	60	tak	1040	1220	180	11.748
common_voice_pl_20604538	p	i	1760	1800	40	s	110	opisywałeś	1650	2540	890	11.748
common_voice_pl_20604548	t	a	700	770	70	k	190	tak	610	960	350	9.816
common_voice_pl_20604584	t	a	1430	1540	110	k	300	tak	1340	1840	500	13.174
common_voice_pl_20604605	p	u	1410	1440	30	s	120	pustynnych	1350	1940	590	11.475
common_voice_pl_20604611	t	a	1550	1610	60	k	80	tak	1480	1690	210	11.905
common_voice_pl_20604611	p	i	1770	1840	70	s	110	pisać	1690	2220	530	11.905
common_voice_pl_20604631	p	a	860	920	60	t	100	patrz	810	1110	300	9.665
common_voice_pl_20604631	t	a	1220	1370	150	k	270	tak	1110	1640	530	9.665
common_voice_pl_20604633	t	a	800	1020	220	k	220	tak	730	1240	510	10.057
common_voice_pl_20604642	t	a	2090	2230	140	k	190	tak	2020	2420	400	10.429
common_voice_pl_20604657	k	u	1630	1700	70	p	60	kupują	1570	1950	380	11.887
common_voice_pl_20604663	b	ɨ	1080	1160	80	t	80	zbyt	810	1240	430	11.795
common_voice_pl_20604672	k	a	2300	2410	110	p	140	kaplic	2190	2890	700	11.422
common_voice_pl_20604698	t	a	1020	1070	50	k	90	tak	960	1160	200	12.992
common_voice_pl_20604702	k	a	1710	1770	60	t	60	katolicyzmu	1640	2310	670	14.981
common_voice_pl_20604718	b	ɨ	1940	2000	60	t	60	zbyt	1770	2060	290	9.002
common_voice_pl_20604788	d	u	4160	4220	60	k	80	dedukcyjnie	3960	4830	870	10.750
common_voice_pl_20604807	p	a	600	690	90	t	80	patrz	540	840	300	11.905
common_voice_pl_20604807	t	a	940	1100	160	k	220	tak	840	1320	480	11.905
common_voice_pl_20604844	t	a	880	940	60	k	70	tak	830	1010	180	11.172
common_voice_pl_20604844	p	i	1740	1800	60	s	130	opisywałeś	1620	2660	1040	11.172
common_voice_pl_20604868	p	i	2430	2490	60	s	140	pisania	2340	2880	540	10.994
common_voice_pl_20604870	t	a	1220	1320	100	t	70	ostatnie	950	1540	590	9.487
common_voice_pl_20604872	t	a	1420	1450	30	k	90	tak	1340	1540	200	12.270
common_voice_pl_20604888	t	a	1170	1220	50	t	120	ostatnie	920	1440	520	12.634
common_voice_pl_20604912	b	ɨ	1320	1390	70	t	70	zbyt	1160	1460	300	11.220
common_voice_pl_20604955	t	a	1350	1410	60	k	50	tak	1300	1460	160	13.245
common_voice_pl_20604961	t	a	1040	1090	50	k	40	tak	960	1130	170	11.489
common_voice_pl_20604985	t	a	630	720	90	k	60	taką	560	890	330	14.577
common_voice_pl_20604993	t	a	1020	1160	140	k	60	tak	960	1220	260	8.333
common_voice_pl_20605000	t	a	790	850	60	k	70	taką	730	1050	320	14.085
common_voice_pl_20605050	t	a	500	570	70	k	60	tak	420	630	210	12.500
common_voice_pl_20605088	t	a	2120	2250	130	k	140	tak	2010	2390	380	10.467
common_voice_pl_20605102	p	a	1600	1660	60	s	100	pasażerów	1520	2180	660	13.725
common_voice_pl_20605120	p	a	910	970	60	t	70	patrząc	820	1240	420	15.074
common_voice_pl_20605139	k	a	1140	1210	70	p	50	kapitał	1070	1500	430	16.364
common_voice_pl_20605139	p	i	1260	1330	70	t	50	kapitał	1070	1500	430	16.364
common_voice_pl_20605142	p	a	1140	1190	50	s	80	pasażerów	1080	1680	600	15.723
common_voice_pl_20605146	p	i	1330	1410	80	s	130	pismo	1210	1660	450	13.270
common_voice_pl_20605150	t	a	1160	1230	70	t	60	ostatnie	980	1380	400	16.895
common_voice_pl_20605174	t	a	1790	1850	60	k	70	taka	1720	1980	260	14.115
common_voice_pl_20605178	k	a	1710	1760	50	p	80	kapitał	1640	2170	530	14.929
common_voice_pl_20605178	p	i	1840	1920	80	t	90	kapitał	1640	2170	530	14.929
common_voice_pl_20605187	t	a	490	570	80	k	160	tak	440	730	290	13.462
common_voice_pl_20605211	t	a	610	670	60	k	50	tak	550	720	170	13.750
common_voice_pl_20605212	t	a	1710	1760	50	t	90	ostatecznie	1480	2140	660	13.410
common_voice_pl_20605232	t	a	930	1040	110	k	120	tak	870	1160	290	11.932
common_voice_pl_20605242	t	a	1550	1770	220	k	180	tak	1480	1950	470	9.864
common_voice_pl_20605266	t	a	490	520	30	k	30	tak	460	550	90	5.556
common_voice_pl_20605290	b	u	1190	1240	50	s	110	busoli	1090	1590	500	13.744
common_voice_pl_20605334	t	a	1670	1800	130	k	200	tak	1570	2000	430	11.520
common_voice_pl_20605353	k	u	880	930	50	p	90	kupiłem	810	1220	410	14.286
common_voice_pl_20605380	p	i	1670	1720	50	s	110	pisania	1610	1970	360	13.232
common_voice_pl_20605380	t	a	2360	2520	160	k	190	tak	2310	2710	400	13.232
common_voice_pl_20605409	k	a	1800	1850	50	p	80	kapitał	1720	2380	660	14.884
common_voice_pl_20605409	p	i	1930	2050	120	t	70	kapitał	1720	2380	660	14.884
common_voice_pl_20605456	b	ɨ	2790	2850	60	t	50	zbyt	2610	2900	290	8.373
common_voice_pl_20605461	t	a	1200	1270	70	k	100	tak	1110	1370	260	9.302
common_voice_pl_20605480	b	a	2110	2190	80	s	130	sebastian	1870	2560	690	14.228
common_voice_pl_20605512	t	a	2690	2790	100	k	210	tak	2620	3000	380	10.698
common_voice_pl_20605516	t	a	1310	1400	90	k	100	tak	1240	1500	260	10.236
common_voice_pl_20605550	t	a	1280	1320	40	k	100	tak	1210	1420	210	12.963
common_voice_pl_20605632	k	a	1950	2000	50	s	110	kilkaset	1670	2260	590	10.811
common_voice_pl_20605654	k	u	2420	2460	40	p	80	skupić	2250	2650	400	13.880
common_voice_pl_20605697	p	a	900	1000	100	t	70	popatrzył	700	1290	590	13.169
common_voice_pl_20605726	t	u	2320	2370	50	t	50	tutaj	2220	2550	330	12.121
common_voice_pl_20605744	t	a	2420	2520	100	k	170	tak	2360	2690	330	10.417
common_voice_pl_20605748	t	u	2680	2750	70	t	90	tutaj	2580	3020	440	13.287
common_voice_pl_20605787	t	a	1140	1210	70	t	90	ostatnio	940	1420	480	13.514
common_voice_pl_20605807	p	a	620	780	160	t	100	patrz	570	1200	630	10.335
common_voice_pl_20605807	p	a	1900	1960	60	p	70	papierów	1840	2330	490	10.335
common_voice_pl_20605819	t	a	710	940	230	k	90	tak	620	1030	410	11.032
common_voice_pl_20605842	ɡ	a	1370	1440	70	t	100	delegat	1000	1540	540	11.069
common_voice_pl_20605860	t	a	1060	1110	50	t	90	tatko	1010	1280	270	15.068
common_voice_pl_20605868	t	ɨ	1630	1690	60	k	90	dotyk	1400	1780	380	12.871
common_voice_pl_20605893	p	a	1120	1200	80	t	120	popatrzył	880	1520	640	12.891
common_voice_pl_20605904	t	a	620	690	70	k	60	tak	560	750	190	10.470
common_voice_pl_20605917	t	a	1020	1100	80	t	90	tatko	960	1300	340	13.389
common_voice_pl_20605967	p	a	1050	1110	60	t	80	patetycznie	970	1730	760	12.920
common_voice_pl_20605995	p	u	2040	2160	120	s	160	puste	1980	2680	700	8.319
common_voice_pl_20606032	p	a	980	1070	90	t	70	popatrzył	770	1330	560	11.388
common_voice_pl_20606038	t	a	1840	1960	120	t	90	tato	1790	2130	340	10.884
common_voice_pl_20606093	p	i	1270	1350	80	s	130	pisał	1190	1780	590	11.047
common_voice_pl_20606095	t	a	3610	3670	60	t	100	statek	3440	3930	490	10.062
common_voice_pl_20606107	b	u	1140	1250	110	k	110	bóg	1000	1360	360	14.076
common_voice_pl_20606119	t	u	2430	2500	70	t	60	tutaj	2360	2680	320	12.865
common_voice_pl_20606122	p	a	840	940	100	t	90	patrzył	780	1450	670	9.496
common_voice_pl_20606128	p	ɨ	2280	2320	40	t	80	pytania	2170	2720	550	13.506
common_voice_pl_20606132	b	ɨ	530	630	100	t	40	zbyt	330	670	340	12.022
common_voice_pl_20606137	p	a	1870	1950	80	t	100	patrzył	1820	2240	420	11.521
common_voice_pl_20606144	t	a	2860	2900	40	k	100	nietaktownym	2670	3360	690	14.673
common_voice_pl_20606148	t	ɨ	1690	1740	50	k	90	dotyk	1380	1830	450	11.017
common_voice_pl_20606175	d	u	2160	2260	100	k	70	produktów	1960	2610	650	14.651
common_voice_pl_20606194	t	ɨ	1400	1470	70	k	120	krytyków	1040	1820	780	14.029
common_voice_pl_20606198	t	ɨ	1040	1080	40	k	70	krytyków	810	1220	410	14.865
common_voice_pl_20606223	k	u	1310	1360	50	p	90	kupić	1220	1590	370	12.000
common_voice_pl_20606247	p	a	1820	1870	50	t	70	wpatrzyła	1670	2180	510	15.152
common_voice_pl_20606262	p	i	480	520	40	s	120	pisali	430	800	370	14.583
common_voice_pl_20606281	b	ɨ	960	1010	50	t	70	zbyt	750	1080	330	11.458
common_voice_pl_20606292	p	i	690	740	50	s	150	pisali	630	1130	500	11.830
common_voice_pl_20606297	p	ɨ	1750	1800	50	t	90	pytania	1680	2190	510	14.688
common_voice_pl_20606303	p	a	970	1040	70	t	90	popatrzyła	740	1430	690	13.000
common_voice_pl_20606335	k	u	1530	1580	50	p	90	kupił	1440	1850	410	11.765
common_voice_pl_20606361	p	a	1590	1670	80	t	50	patrzył	1500	1860	360	14.516
common_voice_pl_20606364	t	ɨ	3400	3460	60	t	60	prostytutka	3150	3980	830	14.659
common_voice_pl_20606364	t	u	3520	3580	60	t	80	prostytutka	3150	3980	830	14.659
common_voice_pl_20606365	b	ɨ	670	720	50	t	180	zbyt	490	900	410	11.282
common_voice_pl_20606366	b	ɨ	2220	2260	40	t	60	zbyt	2100	2320	220	13.690
common_voice_pl_20606387	p	ɨ	1850	1900	50	t	90	pytania	1790	2330	540	14.462
common_voice_pl_20606394	t	a	900	990	90	t	90	tatko	850	1210	360	13.169
common_voice_pl_20606395	p	a	2790	2900	110	t	60	patrzył	2700	3240	540	10.811
common_voice_pl_20606399	t	a	2010	2110	100	t	160	konstatuje	1550	2540	990	10.074
common_voice_pl_20606418	p	a	1740	1780	40	t	80	wpatrzyła	1570	2150	580	13.636
common_voice_pl_20606450	b	a	1400	1490	90	t	130	herbaty	1120	1780	660	13.063
common_voice_pl_20606488	d	ɨ	1440	1500	60	k	170	indyk	1210	1670	460	11.828
common_voice_pl_20606490	ɡ	a	1140	1170	30	t	90	zagadkowy	920	1520	600	14.706
common_voice_pl_20606498	p	ɨ	760	810	50	t	80	zapytaliśmy	530	1320	790	12.139
common_voice_pl_20606513	t	a	1200	1400	200	t	60	ostatnie	880	1610	730	10.670
common_voice_pl_20606521	t	a	950	1030	80	k	170	tak	890	1200	310	14.516
common_voice_pl_20606592	p	i	1720	1780	60	s	80	pisać	1610	2000	390	14.359
common_voice_pl_20606609	p	u	3160	3210	50	s	90	pustymi	3030	3530	500	12.220
common_voice_pl_20606617	p	u	2270	2300	30	s	80	pustymi	2170	2630	460	13.689
common_voice_pl_20606641	d	a	1720	1780	60	k	140	redakcyjnego	1550	2460	910	11.376
common_voice_pl_20606648	t	a	1430	1610	180	k	270	tak	1320	1880	560	6.540
common_voice_pl_20606658	t	a	4640	4710	70	k	110	taką	4590	4920	330	10.127
common_voice_pl_20606670	t	a	1140	1200	60	k	60	tak	1070	1260	190	14.667
common_voice_pl_20606691	b	a	990	1110	120	t	110	herbaty	740	1340	600	12.664
common_voice_pl_20606718	p	ɨ	770	810	40	t	80	zapytaliśmy	490	1370	880	12.805
common_voice_pl_20606740	p	i	1850	1910	60	s	120	pisać	1770	2270	500	13.520
common_voice_pl_20606771	p	i	3190	3230	40	s	90	napisanym	2990	3580	590	13.230
common_voice_pl_20606813	t	a	650	730	80	t	100	ostatnie	510	920	410	14.384
common_voice_pl_20606836	p	a	690	780	90	t	70	patrzył	630	980	350	15.041
common_voice_pl_20606841	p	a	1060	1160	100	t	80	patrzył	990	1390	400	12.857
common_voice_pl_20606843	t	a	730	1010	280	k	80	tak	630	1090	460	8.867
common_voice_pl_20606843	t	a	1180	1420	240	k	190	tak	1090	1610	520	8.867
common_voice_pl_20606865	k	u	500	560	60	k	60	kukułka	420	940	520	12.915
common_voice_pl_20606865	k	u	1600	1690	90	k	70	kukała	1500	2010	510	12.915
common_voice_pl_20606878	t	a	1410	1470	60	k	130	tak	1340	1600	260	9.662
common_voice_pl_20606901	b	u	4010	4150	140	k	150	bóg	3870	4300	430	10.127
