path	Consonant_before_vowel	Vowel	Start_time_V(ms)	End_time_V(ms)	Duration_V(ms)	Phone_after_V	Duration_phone_after_V(ms)	Word	Starttime_word(ms)	Endtime_word(ms)	Word_Duration(ms)	Speaker_rate
common_voice_ru_18853968	t	a	1060	1130	70	t	60	статус	930	1300	370	16.842
common_voice_ru_18853968	t	u	1190	1230	40	s	70	статус	930	1300	370	16.842
common_voice_ru_18853973	t	a	620	690	70	k	50	также	550	860	310	16.628
common_voice_ru_18853982	k	a	620	680	60	k	90	как	550	770	220	15.345
common_voice_ru_18853993	k	a	630	670	40	t	100	катар	560	920	360	16.195
common_voice_ru_18853993	t	a	990	1060	70	k	90	также	920	1250	330	16.195
common_voice_ru_18854033	t	a	790	870	80	k	50	также	750	1020	270	16.514
common_voice_ru_18854048	t	a	330	380	50	k	70	такое	270	570	300	13.889
common_voice_ru_18854049	ɡ	u	720	770	50	t	50	могут	530	820	290	15.110
common_voice_ru_18854055	p	a	1160	1260	100	s	80	безопасность	850	1490	640	15.742
common_voice_ru_18854057	k	a	750	840	90	s	40	пикассо	580	980	400	15.152
common_voice_ru_18854059	k	a	2780	2850	70	k	80	как	2710	2930	220	13.267
common_voice_ru_18854063	k	a	1170	1220	50	k	50	как	1100	1270	170	14.173
common_voice_ru_18854072	k	a	1250	1310	60	k	70	какой	1190	1480	290	11.982
common_voice_ru_18854082	t	a	700	740	40	k	70	такому	650	1030	380	17.705
common_voice_ru_18854100	k	a	650	710	60	k	70	как	580	780	200	14.159
common_voice_ru_18854101	k	a	2210	2240	30	k	60	как	2110	2300	190	15.400
common_voice_ru_18854104	t	a	1230	1270	40	k	80	такого	1170	1510	340	17.143
common_voice_ru_18854154	t	u	700	740	40	p	70	приступаем	460	1000	540	14.610
common_voice_ru_18854161	t	a	2060	2120	60	k	70	также	2000	2310	310	16.603
common_voice_ru_18854929	b	u	1070	1130	60	t	90	бутылка	1010	1480	470	14.000
common_voice_ru_18856147	t	a	1980	2010	30	k	110	такое	1890	2180	290	13.208
common_voice_ru_18856147	t	u	2490	2530	40	p	80	преступление	2180	2920	740	13.208
common_voice_ru_18856188	t	u	1890	1940	50	t	80	тут	1820	2020	200	17.045
common_voice_ru_18858137	k	a	2090	2180	90	k	70	как	2040	2250	210	13.569
common_voice_ru_18858146	t	a	1380	1460	80	k	50	также	1330	1660	330	11.704
common_voice_ru_18858161	k	a	1700	1750	50	k	100	как	1620	1850	230	14.857
common_voice_ru_18858161	t	a	2630	2710	80	k	80	так	2580	2790	210	14.857
common_voice_ru_18858179	t	a	1310	1340	30	k	90	такую	1260	1520	260	15.254
common_voice_ru_18858232	t	a	1580	1630	50	t	100	статуту	1450	2090	640	15.683
common_voice_ru_18858232	t	u	1730	1810	80	t	80	статуту	1450	2090	640	15.683
common_voice_ru_18858247	t	a	1140	1220	80	k	60	также	1060	1390	330	15.183
common_voice_ru_18858258	k	a	1620	1660	40	k	90	как	1550	1750	200	13.587
common_voice_ru_18858275	k	u	510	560	50	t	50	иркутска	300	800	500	15.541
common_voice_ru_18858277	t	a	420	500	80	k	80	так	370	580	210	14.607
common_voice_ru_18858281	t	a	480	540	60	k	60	также	410	700	290	16.138
common_voice_ru_18858282	k	a	620	690	70	k	110	как	570	800	230	10.811
common_voice_ru_18858291	k	a	1520	1570	50	k	90	какой	1430	1750	320	16.031
common_voice_ru_18858298	k	a	410	500	90	k	50	как	360	550	190	15.909
common_voice_ru_18858339	k	a	350	410	60	s	60	касательно	290	810	520	16.453
common_voice_ru_18858343	t	a	320	400	80	k	50	также	250	540	290	16.857
common_voice_ru_18858349	t	a	1200	1270	70	t	80	недостатки	870	1450	580	14.198
common_voice_ru_18858357	t	a	430	480	50	k	80	такой	380	660	280	10.959
common_voice_ru_18858368	k	a	80	110	30	k	90	как	50	200	150	16.223
common_voice_ru_18858368	t	a	1010	1050	40	k	80	такой	960	1210	250	16.223
common_voice_ru_18858389	t	a	930	1000	70	k	60	также	850	1150	300	15.723
common_voice_ru_18858398	p	a	940	1050	110	s	80	техпаспорт	690	1290	600	16.250
common_voice_ru_18858405	t	u	1130	1190	60	t	60	тут	1050	1250	200	15.730
common_voice_ru_18858412	k	a	140	170	30	k	70	как	90	240	150	12.975
common_voice_ru_18858417	t	a	460	520	60	k	60	так	410	580	170	16.084
common_voice_ru_18858453	t	u	740	790	50	t	50	тут	680	840	160	16.867
common_voice_ru_18858478	t	a	770	870	100	t	40	штат	590	910	320	14.767
common_voice_ru_18858478	t	a	1870	1960	90	k	60	также	1820	2150	330	14.767
common_voice_ru_18858495	t	a	740	780	40	k	90	такой	680	960	280	16.150
common_voice_ru_18858496	t	a	2430	2510	80	t	40	штатов	2320	2610	290	15.631
common_voice_ru_18858508	p	a	740	840	100	p	70	папа	620	1030	410	12.420
common_voice_ru_18858511	k	a	3580	3620	40	k	90	никакого	3390	3830	440	15.520
common_voice_ru_18858529	t	u	670	770	100	t	130	тут	590	900	310	13.636
common_voice_ru_18858551	k	u	1730	1770	40	p	90	выкупалась	1520	2110	590	14.973
common_voice_ru_18858572	k	a	2630	2680	50	k	40	как	2570	2720	150	14.408
common_voice_ru_18858596	t	a	920	960	40	k	70	такое	850	1090	240	16.590
common_voice_ru_18858600	t	a	1380	1470	90	k	50	также	1310	1640	330	15.829
common_voice_ru_18858612	t	a	1870	1900	30	k	80	так	1810	1980	170	12.453
common_voice_ru_18858622	d	a	400	470	70	t	70	мандат	130	540	410	15.326
common_voice_ru_18858625	t	a	770	820	50	k	90	таком	700	1090	390	15.152
common_voice_ru_18858627	k	a	2740	2780	40	k	70	какой	2670	2990	320	12.978
common_voice_ru_18858641	t	a	1710	1800	90	k	50	также	1660	1960	300	17.017
common_voice_ru_18858645	d	u	2230	2260	30	t	90	будут	2050	2350	300	14.823
common_voice_ru_18858660	d	u	980	1080	100	t	130	придут	730	1210	480	11.579
common_voice_ru_18858663	t	a	1300	1360	60	k	100	такой	1220	1540	320	15.668
common_voice_ru_18858664	b	a	640	720	80	k	50	собака	480	800	320	18.232
common_voice_ru_18858667	t	a	1080	1150	70	k	40	также	1010	1290	280	14.829
common_voice_ru_18858679	t	a	370	480	110	k	170	итак	180	650	470	13.269
common_voice_ru_18858685	t	u	1760	1800	40	p	70	доступно	1510	1990	480	14.901
common_voice_ru_18858695	k	a	350	410	60	k	70	какой	300	620	320	16.043
common_voice_ru_18858696	p	u	1090	1160	70	s	60	допустить	920	1420	500	15.172
common_voice_ru_18858703	k	a	500	590	90	k	70	как	430	660	230	15.842
common_voice_ru_18858704	t	a	620	690	70	k	40	также	560	830	270	16.014
common_voice_ru_18861236	k	a	1060	1150	90	k	190	как	990	1340	350	11.524
common_voice_ru_18861254	k	a	1460	1510	50	k	100	как	1370	1610	240	15.188
common_voice_ru_18861371	t	a	1080	1120	40	k	90	так	1000	1210	210	12.418
common_voice_ru_18861372	p	a	3510	3620	110	s	70	безопасности	3240	3980	740	15.030
common_voice_ru_18861373	t	u	670	710	40	p	90	приступаем	400	1010	610	13.650
common_voice_ru_18861391	t	u	1310	1360	50	p	90	отступай	1100	1640	540	12.165
common_voice_ru_18862842	p	u	2000	2050	50	s	70	пропустили	1780	2330	550	13.442
common_voice_ru_18862844	t	a	950	1020	70	k	70	также	870	1220	350	15.730
common_voice_ru_18862847	p	a	1520	1630	110	s	120	запасы	1290	1780	490	15.490
common_voice_ru_18862850	k	a	600	640	40	k	60	как	520	700	180	15.721
common_voice_ru_18862859	t	a	1710	1760	50	k	70	так	1650	1830	180	13.889
common_voice_ru_18862861	p	a	2580	2660	80	s	100	безопасности	2310	3050	740	15.088
common_voice_ru_18862862	d	u	810	850	40	p	40	предупреждения	600	1420	820	14.894
common_voice_ru_18862870	k	a	640	690	50	k	80	никакая	430	960	530	15.114
common_voice_ru_18862876	t	u	2330	2380	50	p	100	выступать	2100	2640	540	13.846
common_voice_ru_18862878	t	u	840	900	60	t	100	тут	780	1000	220	14.837
common_voice_ru_18862878	p	ɨ	1180	1210	30	t	90	пытаются	1130	1610	480	14.837
common_voice_ru_18863218	t	u	690	750	60	t	40	институт	330	790	460	15.981
common_voice_ru_18863220	p	a	1300	1330	30	p	100	папаша	1240	1710	470	14.286
common_voice_ru_18863220	p	ɨ	2420	2450	30	t	70	пытался	2390	2790	400	14.286
common_voice_ru_18863827	t	a	1450	1490	40	k	120	такая	1380	1770	390	12.525
common_voice_ru_18863881	t	u	670	720	50	t	80	тут	590	800	210	14.706
common_voice_ru_18863881	k	a	960	1030	70	k	70	никакой	800	1180	380	14.706
common_voice_ru_18863955	t	a	1160	1220	60	k	70	также	1070	1370	300	15.789
common_voice_ru_18863956	t	a	510	570	60	k	60	также	430	730	300	15.990
common_voice_ru_18864282	k	a	1720	1770	50	k	80	какая	1660	1980	320	12.264
common_voice_ru_18864288	t	a	550	640	90	k	50	также	460	810	350	15.517
common_voice_ru_18864294	k	a	490	560	70	k	80	как	430	640	210	14.024
common_voice_ru_18864298	t	a	1100	1130	30	k	80	такой	1050	1280	230	17.766
common_voice_ru_18864322	t	a	580	630	50	k	80	такое	530	820	290	14.572
common_voice_ru_18864323	k	a	640	690	50	k	100	как	580	790	210	16.084
common_voice_ru_18864326	t	a	360	400	40	k	70	так	310	470	160	14.610
common_voice_ru_18864338	p	a	1460	1510	50	s	110	опасаются	1340	1960	620	13.703
common_voice_ru_18864341	t	u	1130	1170	40	p	90	наступает	890	1460	570	13.090
common_voice_ru_18864345	k	a	690	730	40	s	100	касается	630	1120	490	15.304
common_voice_ru_18864345	t	a	2120	2180	60	k	80	так	2050	2260	210	15.304
common_voice_ru_18864347	ɡ	u	2140	2180	40	s	80	августе	1930	2350	420	15.615
common_voice_ru_18864354	k	a	2010	2050	40	k	80	как	1950	2130	180	15.121
common_voice_ru_18864356	p	a	1620	1730	110	s	70	безопасности	1340	2060	720	15.521
common_voice_ru_18864361	p	ɨ	2530	2560	30	t	50	опыт	2350	2610	260	15.400
common_voice_ru_18864364	d	u	2460	2510	50	t	80	будут	2320	2590	270	16.732
common_voice_ru_18864367	p	u	2280	2320	40	s	90	выпуске	2070	2510	440	14.667
common_voice_ru_18864371	t	u	610	670	60	t	100	тут	530	770	240	11.240
common_voice_ru_18864373	t	a	1330	1390	60	k	90	также	1280	1600	320	15.739
common_voice_ru_18864376	p	a	1350	1440	90	s	70	безопасности	1060	1770	710	15.631
common_voice_ru_18864379	ɡ	i	560	610	50	p	60	египта	370	760	390	15.302
common_voice_ru_18864380	t	u	430	490	60	t	80	тут	370	570	200	15.254
common_voice_ru_18864380	b	ɨ	1390	1470	80	s	80	быстрый	1300	1730	430	15.254
common_voice_ru_18864391	t	a	450	500	50	k	70	так	390	570	180	15.339
common_voice_ru_18864396	t	a	1250	1340	90	k	90	также	1160	1540	380	13.949
common_voice_ru_18864398	t	a	940	980	40	k	110	такое	870	1200	330	12.776
common_voice_ru_18864402	t	a	620	720	100	k	110	так	570	830	260	14.229
common_voice_ru_18864414	k	u	2550	2640	90	s	50	дискуссии	2290	2830	540	14.865
common_voice_ru_18864431	k	a	570	600	30	k	70	как	480	670	190	14.868
common_voice_ru_18864438	t	a	530	610	80	k	70	также	480	790	310	15.544
common_voice_ru_18864440	k	u	1280	1370	90	s	40	дискуссии	980	1660	680	15.013
common_voice_ru_18864442	d	u	1940	1970	30	t	90	будут	1760	2060	300	15.251
common_voice_ru_18864444	d	u	1520	1580	60	k	80	продуктом	1290	1820	530	15.260
common_voice_ru_18864460	t	u	380	460	80	t	60	тут	320	520	200	15.294
common_voice_ru_18864466	b	u	2330	2380	50	s	100	обусловлена	2190	2840	650	16.253
common_voice_ru_18864471	t	u	1160	1200	40	p	80	выступлю	890	1480	590	15.094
common_voice_ru_18864476	t	a	1480	1540	60	k	70	также	1400	1720	320	14.082
common_voice_ru_18864480	b	a	1230	1360	130	s	100	аббас	1020	1460	440	15.011
common_voice_ru_18864480	d	u	2170	2220	50	p	60	предупредил	1980	2600	620	15.011
common_voice_ru_18864485	t	a	880	1020	140	k	70	также	790	1300	510	14.452
common_voice_ru_18864486	k	a	630	670	40	k	90	какое	560	900	340	15.385
common_voice_ru_18864490	d	a	1440	1520	80	k	90	чердака	1190	1770	580	14.286
common_voice_ru_18864495	t	a	1190	1260	70	k	60	также	1110	1440	330	15.116
common_voice_ru_18864501	t	a	1030	1100	70	k	110	так	930	1210	280	14.375
common_voice_ru_18864508	b	ɨ	1350	1390	40	s	80	быстрого	1240	1640	400	15.242
common_voice_ru_18864511	t	a	570	650	80	k	40	также	500	810	310	14.587
common_voice_ru_18864513	p	a	1450	1540	90	s	80	безопасности	1180	1920	740	15.694
common_voice_ru_18864516	t	a	990	1090	100	k	170	так	940	1260	320	12.019
common_voice_ru_18864521	t	u	1210	1250	40	p	70	преступность	900	1500	600	15.638
common_voice_ru_18864523	t	a	490	560	70	k	80	также	410	740	330	11.724
common_voice_ru_18864531	k	u	860	930	70	s	40	дискуссия	570	1110	540	15.690
common_voice_ru_18864532	t	u	1550	1620	70	k	80	стукни	1390	1890	500	13.060
common_voice_ru_18865833	k	a	1750	1800	50	k	90	как	1690	1890	200	14.238
common_voice_ru_18866252	t	a	560	600	40	k	70	так	490	670	180	15.238
common_voice_ru_18867293	t	a	2180	2280	100	k	70	также	2060	2470	410	12.162
common_voice_ru_18867329	t	a	1370	1450	80	k	80	так	1290	1530	240	12.534
common_voice_ru_18867338	p	u	1620	1710	90	t	70	запутывание	1370	2080	710	13.918
common_voice_ru_18867341	t	a	2530	2600	70	k	130	такой	2440	2940	500	9.948
common_voice_ru_18867368	d	u	1860	1940	80	k	70	продукт	1640	2060	420	14.148
common_voice_ru_18867412	t	a	600	680	80	k	60	итак	430	740	310	13.770
common_voice_ru_18867451	t	a	700	740	40	k	90	такого	660	980	320	14.795
common_voice_ru_18867464	d	a	2170	2270	100	s	70	удастся	2010	2510	500	13.802
common_voice_ru_18867511	p	a	1460	1560	100	s	90	безопасности	1060	1950	890	11.853
common_voice_ru_18867593	k	a	960	1010	50	k	90	как	880	1100	220	13.474
common_voice_ru_18868146	k	a	380	440	60	k	200	какая	270	860	590	8.805
common_voice_ru_18868153	t	a	810	880	70	k	80	такой	760	1070	310	12.453
common_voice_ru_18868155	k	a	920	1000	80	k	60	как	840	1060	220	13.115
common_voice_ru_18868167	k	a	1840	1940	100	t	70	синдикаты	1460	2040	580	15.350
common_voice_ru_18868203	k	a	1270	1330	60	k	70	как	1190	1400	210	14.286
common_voice_ru_18868204	k	a	490	560	70	k	70	как	420	630	210	15.309
common_voice_ru_18868207	t	a	1340	1400	60	k	70	также	1250	1560	310	15.057
common_voice_ru_18868235	k	a	1060	1100	40	k	90	как	1020	1190	170	18.098
common_voice_ru_18868242	k	a	1210	1240	30	k	70	как	1160	1310	150	17.391
common_voice_ru_18868246	t	a	840	930	90	k	50	также	770	1060	290	12.594
common_voice_ru_18868250	t	a	460	510	50	k	80	такой	400	870	470	11.670
common_voice_ru_18868270	p	u	520	580	60	s	90	пустите	470	1020	550	11.963
common_voice_ru_18868279	t	u	1000	1060	60	t	50	тут	930	1110	180	14.620
common_voice_ru_18868300	t	a	550	590	40	k	80	такой	490	770	280	14.939
common_voice_ru_18868304	p	ɨ	2470	2520	50	t	90	попытался	2290	2960	670	12.791
common_voice_ru_18868308	t	a	1170	1210	40	k	90	такой	1110	1400	290	14.850
common_voice_ru_18868308	k	a	1930	1960	30	k	60	как	1850	2020	170	14.850
common_voice_ru_18868309	k	a	1740	1810	70	k	80	как	1660	1890	230	13.196
common_voice_ru_18868317	t	a	800	880	80	k	80	также	730	1090	360	13.969
common_voice_ru_18868318	k	a	330	380	50	k	30	как	260	410	150	17.349
common_voice_ru_18868320	t	a	1660	1730	70	k	80	также	1580	1940	360	15.482
common_voice_ru_18868323	p	ɨ	3200	3240	40	t	90	испытание	3020	3600	580	13.811
common_voice_ru_18868326	k	a	630	720	90	k	90	никак	440	810	370	14.980
common_voice_ru_18868329	k	a	1410	1460	50	k	100	как	1350	1560	210	15.146
common_voice_ru_18868330	t	u	1390	1440	50	p	80	выступаем	1170	1730	560	14.715
common_voice_ru_18868337	t	a	3000	3080	80	k	60	также	2920	3240	320	15.945
common_voice_ru_18868339	t	a	2360	2440	80	k	60	также	2310	2600	290	15.745
common_voice_ru_18868344	t	a	2530	2570	40	k	80	так	2470	2650	180	14.602
common_voice_ru_18868347	k	a	580	620	40	s	90	касается	510	940	430	14.915
common_voice_ru_18868350	t	a	530	600	70	k	60	также	470	770	300	15.283
common_voice_ru_18868351	k	a	430	500	70	k	90	как	370	590	220	14.844
common_voice_ru_18868352	t	u	520	590	70	t	70	тут	460	660	200	16.234
common_voice_ru_18868357	p	a	2390	2480	90	s	80	безопасности	2080	2840	760	13.971
common_voice_ru_18868359	k	a	2460	2500	40	k	50	как	2360	2550	190	14.730
common_voice_ru_18868368	d	u	1030	1120	90	t	30	ведут	880	1150	270	15.321
common_voice_ru_18868368	k	u	1410	1510	100	s	70	дискуссию	1150	1680	530	15.321
common_voice_ru_18868368	b	a	1970	2060	90	t	60	вырабатывают	1680	2290	610	15.321
common_voice_ru_18868368	k	a	2340	2390	50	k	100	какую	2290	2600	310	15.321
common_voice_ru_18868398	k	a	1040	1080	40	k	80	как	920	1160	240	13.146
common_voice_ru_18868413	t	a	2660	2730	70	t	50	штатов	2540	2840	300	16.604
common_voice_ru_18868427	k	u	1200	1290	90	s	40	дискуссии	920	1480	560	15.574
common_voice_ru_18868428	t	a	2350	2400	50	k	70	такая	2300	2580	280	15.110
common_voice_ru_18868436	t	a	480	530	50	k	80	такой	420	700	280	17.551
common_voice_ru_18868451	t	a	1550	1620	70	k	80	так	1450	1700	250	13.948
common_voice_ru_18868454	t	u	1640	1680	40	p	80	преступные	1340	1900	560	15.632
common_voice_ru_18868459	b	ɨ	1290	1390	100	s	120	быстро	1150	1710	560	11.243
common_voice_ru_18868467	k	a	2930	2980	50	k	80	как	2850	3060	210	14.808
common_voice_ru_18868475	k	a	1740	1790	50	t	90	перекатать	1450	2050	600	15.385
common_voice_ru_18868477	t	a	560	610	50	k	70	так	510	680	170	14.159
common_voice_ru_18868481	t	a	530	600	70	k	40	также	450	730	280	16.339
common_voice_ru_18868484	t	a	1770	1820	50	k	120	таков	1680	2090	410	13.485
common_voice_ru_18868497	p	a	1990	2080	90	s	80	безопасности	1650	2430	780	15.639
common_voice_ru_18868497	k	a	2600	2660	60	k	90	никак	2430	2750	320	15.639
common_voice_ru_18868499	k	a	1090	1160	70	k	70	как	990	1230	240	13.889
common_voice_ru_18868516	t	u	1600	1700	100	t	100	институты	1250	1850	600	15.177
common_voice_ru_18868519	p	a	1670	1770	100	s	80	безопасности	1350	2120	770	15.977
common_voice_ru_18868533	k	a	970	1010	40	t	80	катание	900	1310	410	13.876
common_voice_ru_18868715	p	ɨ	3350	3390	40	t	90	испытаний	3170	3730	560	17.647
common_voice_ru_18868716	k	u	1350	1430	80	s	60	дискуссии	1100	1620	520	18.860
common_voice_ru_18868717	t	a	620	660	40	k	50	так	560	710	150	15.041
common_voice_ru_18868717	p	a	950	990	40	p	90	папаша	910	1370	460	15.041
common_voice_ru_18868726	k	u	940	1010	70	p	70	покупки	750	1160	410	17.225
common_voice_ru_18868727	t	u	870	900	30	p	50	вступления	710	1130	420	18.076
common_voice_ru_18868728	d	u	910	960	50	k	50	продуктивно	740	1240	500	20.352
common_voice_ru_18868730	k	a	660	700	40	k	50	как	610	750	140	15.859
common_voice_ru_18868732	t	u	2330	2370	40	p	90	выступлении	2120	2930	810	12.034
common_voice_ru_18868734	p	a	2300	2400	100	s	70	безопасности	2060	2660	600	17.447
common_voice_ru_18868742	p	a	1020	1080	60	s	80	пассивное	940	1400	460	14.907
common_voice_ru_18868897	k	a	1090	1130	40	k	90	никакой	920	1300	380	14.661
common_voice_ru_18868913	t	a	520	560	40	k	130	такое	460	770	310	13.542
common_voice_ru_18868916	t	a	1570	1640	70	k	70	так	1490	1710	220	14.455
common_voice_ru_18868919	t	u	510	560	50	t	100	тут	440	660	220	16.484
common_voice_ru_18868919	k	a	1140	1190	50	k	70	как	1070	1260	190	16.484
common_voice_ru_18868920	k	a	870	920	50	s	130	касается	790	1270	480	12.312
common_voice_ru_18868971	d	a	1050	1120	70	t	100	мандат	800	1220	420	16.068
common_voice_ru_18868977	t	a	900	950	50	k	180	так	760	1130	370	9.091
common_voice_ru_18869577	t	u	860	920	60	t	100	тут	800	1020	220	14.773
common_voice_ru_18869592	t	a	2250	2300	50	k	110	такого	2200	2570	370	12.462
common_voice_ru_18869592	k	a	3190	3260	70	k	90	как	3100	3350	250	12.462
common_voice_ru_18873541	b	ɨ	1820	1870	50	s	120	быстрее	1740	2400	660	12.186
common_voice_ru_18873560	b	u	610	660	50	k	70	буквально	470	990	520	14.191
common_voice_ru_18873564	t	u	260	300	40	p	90	ступай	80	610	530	11.429
common_voice_ru_18873570	p	ɨ	1060	1110	50	t	90	попытаться	860	1470	610	13.746
common_voice_ru_18873589	k	a	490	550	60	k	80	как	440	630	190	13.417
