path	Consonant_before_vowel	Vowel	Start_time_V(ms)	End_time_V(ms)	Duration_V(ms)	Phone_after_V	Duration_phone_after_V(ms)	Word	Starttime_word(ms)	Endtime_word(ms)	Word_Duration(ms)	Speaker_rate
common_voice_cs_20455610	t	a	760	850	90	k	50	tak	700	900	200	9.821
common_voice_cs_20455628	p	a	1570	1630	60	p	120	papír	1530	2070	540	12.857
common_voice_cs_20455630	t	a	2100	2180	80	t	70	podstaty	1780	2310	530	13.910
common_voice_cs_20455665	t	a	1030	1120	90	k	80	také	980	1320	340	12.780
common_voice_cs_20455683	t	a	1310	1520	210	k	150	tak	1250	1670	420	9.422
common_voice_cs_20455690	t	a	2050	2130	80	k	40	tak	1990	2170	180	13.352
common_voice_cs_20455703	t	a	890	960	70	k	30	takže	830	1090	260	15.357
common_voice_cs_20455721	t	a	840	900	60	t	90	ostatně	560	1050	490	15.217
common_voice_cs_20455739	t	a	1220	1320	100	k	60	také	1180	1490	310	13.615
common_voice_cs_20455741	t	a	400	460	60	k	60	tak	340	520	180	13.077
common_voice_cs_20455751	b	i	1680	1740	60	s	100	abys	1560	1840	280	12.136
common_voice_cs_20455752	b	i	1650	1730	80	t	30	nezbytnou	1440	1900	460	16.117
common_voice_cs_20455764	t	a	1030	1090	60	k	90	takže	970	1300	330	11.940
common_voice_cs_20455802	t	a	2600	2690	90	k	30	tak	2550	2720	170	12.935
common_voice_cs_20455817	t	a	930	980	50	k	60	tak	870	1040	170	14.634
common_voice_cs_20455819	p	a	1130	1180	50	t	80	opatrně	990	1580	590	14.660
common_voice_cs_20455869	p	a	650	720	70	k	60	pak	600	780	180	15.054
common_voice_cs_20455871	t	a	950	1020	70	k	70	takovém	910	1280	370	17.857
common_voice_cs_20455906	t	a	2440	2490	50	k	50	takto	2390	2630	240	16.931
common_voice_cs_20455918	t	a	1060	1160	100	k	110	tak	1010	1270	260	12.579
common_voice_cs_20455939	p	a	930	980	50	p	100	papírové	880	1330	450	14.337
common_voice_cs_20455952	t	a	370	440	70	k	50	tak	310	490	180	12.883
common_voice_cs_20455956	t	a	1470	1530	60	k	70	tak	1420	1600	180	12.621
common_voice_cs_20455958	p	i	1510	1540	30	s	150	rozepisovat	1180	1910	730	14.286
common_voice_cs_20455999	d	u	1560	1680	120	k	190	produkt	1290	2090	800	10.316
common_voice_cs_20456007	t	a	1510	1610	100	k	70	taky	1460	1760	300	10.672
common_voice_cs_20456014	p	a	860	930	70	k	60	copak	620	990	370	10.000
common_voice_cs_20456521	t	i	1170	1240	70	k	70	dotyková	900	1510	610	13.953
common_voice_cs_20456533	t	a	940	1020	80	t	50	tato	870	1140	270	15.054
common_voice_cs_20456541	k	u	1500	1550	50	t	30	skutečně	1350	1810	460	12.854
common_voice_cs_20456572	t	a	1110	1200	90	k	70	tak	1050	1270	220	16.379
common_voice_cs_20456691	t	a	1280	1390	110	k	40	tak	1240	1430	190	10.823
common_voice_cs_20456693	t	a	670	740	70	k	60	takové	610	980	370	13.669
common_voice_cs_20456699	k	u	1070	1120	50	s	100	pokusím	890	1300	410	14.043
common_voice_cs_20456704	t	a	950	1040	90	k	30	takhle	900	1210	310	16.912
common_voice_cs_20456707	t	a	700	820	120	k	30	tak	640	850	210	13.846
common_voice_cs_20456773	t	a	1470	1520	50	k	60	tak	1400	1580	180	11.340
common_voice_cs_20456778	t	a	1520	1620	100	k	70	taky	1480	1730	250	15.525
common_voice_cs_20457999	p	a	1330	1400	70	t	60	opatření	1190	1760	570	13.355
common_voice_cs_20458003	t	a	630	710	80	k	60	tak	570	770	200	12.403
common_voice_cs_20458005	t	a	720	770	50	k	70	tak	650	840	190	12.500
common_voice_cs_20459428	ɡ	i	1030	1110	80	s	90	magistrát	830	1490	660	12.059
common_voice_cs_20459474	t	a	680	780	100	k	50	tak	620	830	210	13.333
common_voice_cs_20459478	t	u	380	500	120	k	80	tuk	320	580	260	11.285
common_voice_cs_20459490	t	a	950	1030	80	k	50	také	900	1200	300	12.500
common_voice_cs_20459492	k	a	340	450	110	p	80	kapky	280	640	360	14.894
common_voice_cs_20459507	t	i	810	890	80	p	40	typy	750	1010	260	15.017
common_voice_cs_20459572	k	a	1610	1680	70	p	60	kapucínském	1560	2240	680	14.912
common_voice_cs_20459591	t	a	1100	1210	110	k	60	tak	1050	1270	220	10.500
common_voice_cs_20459594	k	u	740	780	40	s	80	zkusím	540	980	440	14.660
common_voice_cs_20459638	t	i	450	510	60	t	50	tyto	390	620	230	15.135
common_voice_cs_20459647	t	a	660	730	70	k	60	takhle	610	950	340	12.698
common_voice_cs_20459731	t	u	700	780	80	p	70	vstupní	520	970	450	14.783
common_voice_cs_20459746	t	a	890	950	60	k	30	tak	860	980	120	14.072
common_voice_cs_20459747	t	a	440	520	80	k	80	takto	390	710	320	14.019
common_voice_cs_20459783	t	a	810	900	90	k	50	takového	770	1250	480	9.841
common_voice_cs_20459787	k	u	630	720	90	p	60	kupuješ	570	1370	800	9.714
common_voice_cs_20459793	t	a	480	570	90	k	80	takto	430	770	340	13.167
common_voice_cs_20459794	b	i	1260	1310	50	s	70	kdybyste	1090	1480	390	15.768
common_voice_cs_20459797	p	a	880	950	70	p	40	papírová	840	1290	450	14.672
common_voice_cs_20459811	t	a	740	810	70	k	40	tak	700	850	150	14.474
common_voice_cs_20459812	t	a	640	720	80	k	70	tak	600	790	190	15.444
common_voice_cs_20459817	d	a	1390	1460	70	t	90	dodat	1220	1550	330	16.064
common_voice_cs_20459904	b	i	1510	1560	50	s	100	bys	1420	1660	240	12.500
common_voice_cs_20459906	p	i	1760	1920	160	ʃ	160	napiš	1480	2080	600	11.579
common_voice_cs_20460262	p	a	920	1040	120	k	100	copak	660	1140	480	9.333
common_voice_cs_20461013	t	a	820	860	40	k	60	tak	780	920	140	14.525
common_voice_cs_20461112	b	i	1200	1250	50	s	80	byste	1150	1440	290	12.661
common_voice_cs_20461152	t	a	940	1010	70	t	60	statku	770	1190	420	12.195
common_voice_cs_20461154	p	a	1230	1280	50	t	60	špatného	1060	1550	490	13.208
common_voice_cs_20461188	ɡ	i	1490	1560	70	s	110	registrovaní	1190	2140	950	10.762
common_voice_cs_20461191	t	a	2450	2550	100	k	100	tak	2400	2650	250	10.987
common_voice_cs_20461206	t	a	680	790	110	k	70	takové	610	1140	530	10.526
common_voice_cs_20461207	p	a	1040	1130	90	k	140	pak	990	1270	280	10.286
common_voice_cs_20461233	t	a	710	860	150	k	120	tak	640	980	340	11.947
common_voice_cs_20461237	k	u	1370	1420	50	s	110	zkusil	1210	1660	450	11.726
common_voice_cs_20461265	b	i	600	650	50	s	100	abys	480	750	270	13.151
common_voice_cs_20461274	t	a	710	770	60	k	40	tak	650	810	160	12.264
common_voice_cs_20461275	t	a	1640	1740	100	k	90	také	1580	1930	350	11.746
common_voice_cs_20461282	t	u	620	680	60	t	70	tuto	540	820	280	9.664
common_voice_cs_20461283	t	a	1480	1540	60	t	90	tato	1400	1700	300	9.677
common_voice_cs_20461332	t	a	1510	1580	70	t	120	ostatní	1280	1900	620	12.298
common_voice_cs_20461352	t	a	990	1060	70	k	110	také	920	1620	700	9.738
common_voice_cs_20461360	p	a	890	970	80	t	80	nepatří	710	1240	530	11.196
common_voice_cs_20461397	t	a	1440	1500	60	k	120	také	1350	1710	360	10.976
common_voice_cs_20461431	t	a	730	810	80	k	110	tak	630	920	290	9.735
common_voice_cs_20461433	t	a	560	610	50	k	60	tak	510	670	160	14.789
common_voice_cs_20461498	t	a	1890	1980	90	k	110	takové	1780	2370	590	7.519
common_voice_cs_20461550	t	a	960	1050	90	k	110	také	890	1260	370	12.613
common_voice_cs_20461550	t	a	1650	1700	50	t	110	zavítat	1260	1810	550	12.613
common_voice_cs_20461712	t	a	970	1040	70	k	40	tak	910	1080	170	13.939
common_voice_cs_20461713	p	a	1800	1870	70	t	90	patra	1720	2120	400	12.707
common_voice_cs_20461754	t	a	530	600	70	t	110	ostatní	320	820	500	13.000
common_voice_cs_20461773	p	a	690	750	60	p	110	papír	610	1060	450	12.381
common_voice_cs_20461776	t	a	550	740	190	k	130	tak	500	870	370	7.143
common_voice_cs_20461787	t	a	1040	1120	80	k	80	takovou	970	1440	470	11.966
common_voice_cs_20461788	t	a	1040	1110	70	k	110	takového	970	1440	470	12.532
common_voice_cs_20461791	p	i	1040	1080	40	s	100	dopisem	830	1290	460	14.030
common_voice_cs_20461792	k	u	1360	1410	50	p	90	kupovat	1270	1690	420	16.194
common_voice_cs_20461807	p	a	400	490	90	k	60	pak	340	550	210	13.534
common_voice_cs_20461812	p	a	720	780	60	t	200	patrně	570	1310	740	9.524
common_voice_cs_20463232	b	i	2750	2840	90	t	50	spotřebitel	2340	3020	680	13.575
common_voice_cs_20463262	t	a	1380	1410	30	t	50	dostat	1140	1460	320	15.451
common_voice_cs_20464143	t	a	1190	1290	100	k	90	tak	1130	1380	250	10.857
common_voice_cs_20464144	t	a	1300	1400	100	k	170	tak	1240	1570	330	10.823
common_voice_cs_20464168	k	u	2160	2230	70	p	80	nákupní	1890	2420	530	13.525
common_voice_cs_20464170	b	i	2990	3070	80	t	50	ubytování	2820	3760	940	10.149
common_voice_cs_20464607	t	a	980	1060	80	k	40	tak	910	1100	190	15.652
common_voice_cs_20464690	t	i	680	740	60	p	70	typ	610	810	200	16.162
common_voice_cs_20464698	t	a	820	930	110	k	160	tak	750	1090	340	10.577
common_voice_cs_20464708	t	a	680	780	100	k	60	tak	630	840	210	12.088
common_voice_cs_20465641	p	i	2420	2480	60	s	150	popisem	2230	2900	670	12.136
common_voice_cs_20466922	t	a	950	1050	100	k	40	tak	890	1090	200	7.937
common_voice_cs_20466924	k	u	1890	1950	60	p	70	kupuju	1840	2140	300	13.100
common_voice_cs_20467063	t	u	870	920	50	ʃ	110	netušil	610	1200	590	12.941
common_voice_cs_20467064	t	a	530	620	90	t	50	tato	460	740	280	10.870
common_voice_cs_20467065	t	a	750	840	90	k	60	takže	690	1050	360	14.623
common_voice_cs_20467065	t	u	1620	1690	70	p	70	přistupuji	1340	1900	560	14.623
common_voice_cs_20467066	t	a	1260	1330	70	t	90	ostatní	1030	1700	670	13.861
common_voice_cs_20467100	t	a	1470	1550	80	t	70	tato	1420	1670	250	13.077
common_voice_cs_20467111	t	a	680	790	110	k	60	takové	610	1100	490	13.744
common_voice_cs_20467111	k	u	1620	1670	50	p	50	kupříkladu	1560	2130	570	13.744
common_voice_cs_20467145	t	a	830	890	60	t	100	ostatní	610	1080	470	12.000
common_voice_cs_20467150	k	u	840	880	40	s	50	zkuste	690	1060	370	15.878
common_voice_cs_20467177	p	a	1010	1090	80	k	40	opakovaná	880	1440	560	14.163
common_voice_cs_20467482	k	u	1800	1840	40	s	120	pokusit	1560	2080	520	14.627
common_voice_cs_20467482	d	a	2410	2480	70	t	50	hledat	2220	2530	310	14.627
common_voice_cs_20467572	t	a	2100	2200	100	t	180	zeptat	1780	2380	600	13.528
common_voice_cs_20467578	t	a	1540	1620	80	k	60	takovém	1480	1860	380	15.000
common_voice_cs_20467592	p	a	960	1050	90	k	70	kdepak	600	1120	520	10.924
common_voice_cs_20467594	t	i	1020	1100	80	t	50	tyto	950	1250	300	12.579
common_voice_cs_20467600	b	i	1070	1140	70	s	100	byste	1000	1350	350	14.231
common_voice_cs_20467747	p	a	640	710	70	k	50	pak	580	760	180	13.589
common_voice_cs_20467751	t	a	1100	1160	60	k	120	tak	1040	1280	240	9.848
common_voice_cs_20467760	t	a	1540	1610	70	k	30	tak	1480	1640	160	12.717
common_voice_cs_20467782	t	a	900	990	90	k	80	tak	830	1070	240	9.211
common_voice_cs_20467783	p	a	970	1050	80	k	30	pak	920	1080	160	13.402
common_voice_cs_20467802	t	a	880	970	90	k	60	tak	810	1030	220	12.500
common_voice_cs_20470260	p	a	2000	2100	100	k	50	pak	1950	2150	200	12.245
common_voice_cs_20470269	t	a	2120	2160	40	k	70	takže	2080	2360	280	11.850
common_voice_cs_20471782	t	u	1990	2060	70	t	50	tuto	1920	2170	250	11.966
common_voice_cs_20471823	t	a	1240	1320	80	k	70	taky	1190	1430	240	13.873
common_voice_cs_20471826	k	u	830	880	50	s	90	zkusíte	660	1170	510	13.235
common_voice_cs_20472972	t	a	1550	1650	100	k	60	takovém	1490	1950	460	13.684
common_voice_cs_20474109	t	a	920	970	50	k	30	takhle	830	1170	340	16.279
common_voice_cs_20474123	t	a	1140	1210	70	k	60	tak	1100	1270	170	14.286
common_voice_cs_20474396	b	i	2080	2190	110	t	110	byt	1960	2300	340	12.356
common_voice_cs_20474401	t	a	430	510	80	k	80	tak	360	590	230	12.162
common_voice_cs_20474402	t	a	240	310	70	k	50	takhle	180	520	340	14.184
common_voice_cs_20474403	t	a	1030	1100	70	k	70	takový	970	1290	320	15.432
common_voice_cs_20474406	p	a	1370	1420	50	ʃ	140	vpašovat	1190	1750	560	14.014
common_voice_cs_20476399	k	i	1490	1570	80	t	50	poskytovatele	1220	2080	860	12.617
common_voice_cs_20476424	t	a	1880	1940	60	k	60	také	1820	2030	210	12.245
common_voice_cs_20476425	d	i	1490	1530	40	s	90	dystopie	1390	1900	510	15.823
common_voice_cs_20476433	t	a	1200	1290	90	k	70	tak	1140	1360	220	15.574
common_voice_cs_20476446	t	a	1230	1320	90	k	50	takových	1180	1670	490	14.453
common_voice_cs_20476451	ɡ	i	1650	1710	60	s	80	registrován	1510	2260	750	14.423
common_voice_cs_20476467	k	u	1720	1770	50	s	30	zkus	1520	1800	280	12.422
common_voice_cs_20476504	p	a	980	1040	60	k	40	pak	920	1080	160	16.176
common_voice_cs_20476506	t	a	1240	1320	80	k	60	takovej	1180	1600	420	13.376
common_voice_cs_20476509	p	a	2080	2150	70	t	50	patří	2050	2390	340	16.858
common_voice_cs_20476547	t	a	1420	1520	100	k	30	tak	1360	1550	190	14.545
common_voice_cs_20476569	k	u	1360	1400	40	s	80	zkuste	1220	1620	400	14.684
common_voice_cs_20476569	t	a	1660	1750	90	k	40	takovéto	1620	2130	510	14.684
common_voice_cs_20476571	t	a	2030	2090	60	k	70	tak	1980	2160	180	16.216
common_voice_cs_20476580	t	a	1450	1520	70	k	50	takový	1410	1730	320	14.029
common_voice_cs_20476591	p	a	1720	1870	150	t	30	sypat	1500	1900	400	13.804
common_voice_cs_20476600	p	a	930	1000	70	k	50	pak	880	1050	170	14.213
common_voice_cs_20476608	t	a	930	1000	70	k	30	tak	880	1030	150	12.121
common_voice_cs_20476622	t	a	1020	1070	50	k	70	také	970	1210	240	12.957
common_voice_cs_20476656	t	a	2000	2060	60	k	40	tak	1950	2100	150	15.410
common_voice_cs_20476666	t	a	1160	1190	30	k	40	takže	1100	1360	260	12.709
common_voice_cs_20476681	p	a	2030	2080	50	t	60	patří	1980	2280	300	15.678
common_voice_cs_20476691	b	i	1950	2010	60	s	80	abyste	1790	2220	430	13.712
common_voice_cs_20476713	t	a	1000	1070	70	k	60	také	940	1230	290	11.696
common_voice_cs_20476715	t	i	1490	1570	80	p	40	typy	1440	1670	230	13.978
common_voice_cs_20476725	t	a	1520	1590	70	k	40	tak	1480	1630	150	13.675
common_voice_cs_20476731	b	u	1740	1780	40	s	100	autobusová	1480	2040	560	14.973
common_voice_cs_20476734	t	a	890	950	60	k	70	také	830	1090	260	15.410
common_voice_cs_20476735	t	a	1180	1210	30	k	40	takže	1120	1400	280	14.694
common_voice_cs_20476746	t	u	2290	2360	70	p	50	zastupující	2030	2790	760	14.873
common_voice_cs_20476752	t	a	2250	2300	50	t	80	ostatní	2050	2460	410	14.324
common_voice_cs_20476764	t	a	820	890	70	k	40	tak	760	930	170	10.976
common_voice_cs_20477031	t	a	1180	1290	110	k	80	takhle	1120	1620	500	11.818
common_voice_cs_20477034	k	u	970	1050	80	t	60	skutečně	750	1680	930	9.943
common_voice_cs_20477047	p	a	1650	1770	120	k	50	opakovaně	1490	2330	840	11.832
common_voice_cs_20477221	p	a	910	990	80	k	50	opakovaně	770	1520	750	14.352
common_voice_cs_20477233	k	u	530	600	70	s	90	zkuste	360	780	420	14.113
common_voice_cs_20477242	d	i	860	910	50	s	130	kdysi	740	1070	330	12.258
common_voice_cs_20477252	k	u	280	350	70	t	60	skutečně	100	660	560	13.924
common_voice_cs_20477286	t	u	2250	2320	70	p	80	přístupu	1940	2680	740	14.554
common_voice_cs_20477288	t	a	400	460	60	k	50	takové	350	690	340	14.386
common_voice_cs_20477313	ɡ	i	460	520	60	t	50	digitální	250	790	540	14.986
common_voice_cs_20477324	p	i	540	600	60	ʃ	110	napište	340	830	490	12.889
common_voice_cs_20477346	t	a	790	860	70	k	50	tak	750	910	160	13.910
common_voice_cs_20477400	p	a	420	510	90	k	70	pak	370	580	210	12.453
common_voice_cs_20477400	p	a	1640	1730	90	k	60	pak	1560	1790	230	12.453
common_voice_cs_20477486	t	a	1450	1510	60	k	50	taková	1400	1760	360	14.444
common_voice_cs_20477512	t	i	380	440	60	t	50	tyto	320	530	210	16.568
common_voice_cs_20477520	t	a	1210	1300	90	k	50	takovém	1150	1540	390	14.400
common_voice_cs_20477528	t	i	1180	1260	80	p	30	typický	1130	1620	490	13.585
common_voice_cs_20477536	t	a	670	710	40	k	70	kdyžtak	400	780	380	14.783
common_voice_cs_20477537	t	a	2030	2070	40	k	30	tak	1960	2100	140	16.460
common_voice_cs_20477544	t	a	2110	2160	50	k	40	tak	2060	2200	140	14.026
common_voice_cs_20477567	t	a	410	440	30	k	70	takže	350	600	250	16.058
common_voice_cs_20477601	p	i	520	570	50	ʃ	130	napiš	350	700	350	13.291
common_voice_cs_20477605	t	a	480	510	30	k	40	takže	420	650	230	14.423
common_voice_cs_20477652	t	a	1330	1380	50	k	50	tak	1280	1430	150	16.364
common_voice_cs_20477682	t	a	1090	1150	60	k	100	takměř	1050	1610	560	13.058
common_voice_cs_20477706	p	i	560	630	70	t	50	kopyto	380	780	400	13.861
common_voice_cs_20477707	t	a	2590	2650	60	k	70	tak	2540	2720	180	13.608
common_voice_cs_20477718	p	i	720	820	100	ʃ	320	napiš	530	1140	610	13.542
common_voice_cs_20477727	t	u	1480	1570	90	p	80	postupů	1190	1840	650	12.261
common_voice_cs_20477914	b	a	2470	2560	90	s	100	basket	2380	2960	580	11.659
common_voice_cs_20478972	t	a	1500	1560	60	k	50	tak	1440	1610	170	11.230
common_voice_cs_20478975	k	u	1160	1210	50	s	140	zkusím	1000	1460	460	12.712
common_voice_cs_20479000	t	u	1770	1830	60	p	70	dostupné	1530	2080	550	10.955
common_voice_cs_20479000	d	a	2130	2190	60	t	110	databáze	2080	2720	640	10.955
common_voice_cs_20479101	t	a	570	650	80	t	70	ostatní	320	830	510	13.245
common_voice_cs_20479111	p	a	890	940	50	t	80	špatné	730	1140	410	12.346
common_voice_cs_20479111	k	u	1290	1340	50	ʃ	110	zkušenosti	1140	1800	660	12.346
common_voice_cs_20479123	t	a	440	510	70	k	50	tak	390	560	170	14.141
common_voice_cs_20479124	t	a	840	920	80	k	90	takový	790	1250	460	13.021
common_voice_cs_20479134	p	a	520	580	60	k	60	pak	470	640	170	12.759
common_voice_cs_20479144	t	a	1900	1970	70	k	80	také	1810	2140	330	13.864
common_voice_cs_20479147	t	a	540	610	70	k	60	tak	480	670	190	11.009
common_voice_cs_20479159	t	i	900	960	60	p	40	typ	850	1000	150	13.291
common_voice_cs_20479159	t	a	1620	1710	90	k	80	také	1570	1940	370	13.291
common_voice_cs_20479852	t	a	1730	1840	110	k	60	také	1680	2050	370	11.257
common_voice_cs_20479852	p	a	2740	2810	70	s	160	pasivně	2630	3260	630	11.257
common_voice_cs_20480090	t	a	1200	1280	80	k	50	taková	1140	1530	390	12.810
common_voice_cs_20480109	p	a	1620	1660	40	s	100	paseku	1580	1960	380	13.929
common_voice_cs_20480111	t	a	1040	1110	70	k	60	také	980	1270	290	14.423
common_voice_cs_20480112	d	a	2450	2590	140	t	190	hádat	2220	2780	560	14.957
common_voice_cs_20480123	b	i	1040	1090	50	s	80	byste	1010	1270	260	14.458
common_voice_cs_20480134	t	a	950	1000	50	k	40	tak	890	1040	150	15.068
common_voice_cs_20480167	t	a	1060	1130	70	k	40	tak	1000	1170	170	14.286
common_voice_cs_20480168	d	u	2530	2570	40	s	100	dusičnanem	2480	3080	600	12.684
common_voice_cs_20480183	t	a	1050	1140	90	k	60	tak	1010	1200	190	13.462
common_voice_cs_20480206	d	i	820	870	50	s	100	kdysi	710	1000	290	13.933
common_voice_cs_20480258	p	a	1500	1610	110	t	50	chápat	1240	1660	420	14.035
common_voice_cs_20480259	p	a	740	800	60	k	40	pak	690	840	150	15.979
common_voice_cs_20480294	t	a	620	650	30	k	60	takže	560	850	290	10.526
common_voice_cs_20480309	k	u	670	720	50	s	90	zkuste	420	950	530	11.872
common_voice_cs_20480309	p	a	1400	1480	80	k	30	pak	1340	1510	170	11.872
common_voice_cs_20480367	t	a	480	580	100	k	40	tak	430	620	190	14.660
common_voice_cs_20480416	t	a	1040	1120	80	k	50	takového	990	1600	610	14.721
common_voice_cs_20480421	t	a	1400	1540	140	k	130	tak	1350	1670	320	11.765
common_voice_cs_20480423	t	u	990	1060	70	p	70	postupů	750	1210	460	14.535
common_voice_cs_20480430	t	u	1000	1040	40	p	40	postupem	770	1220	450	15.772
common_voice_cs_20480431	t	a	2340	2520	180	k	180	tak	2290	2700	410	14.922
common_voice_cs_20480445	p	i	660	720	60	s	40	spis	450	760	310	14.141
common_voice_cs_20480453	t	a	1330	1420	90	k	60	také	1280	1600	320	12.458
common_voice_cs_20480454	k	a	1900	1980	80	t	40	strkat	1650	2020	370	15.341
common_voice_cs_20480481	t	a	2860	2970	110	k	200	tak	2700	3170	470	10.541
common_voice_cs_20480497	t	a	710	780	70	t	80	tato	640	920	280	12.996
common_voice_cs_20480541	d	a	2220	2280	60	t	100	data	2170	2560	390	13.690
common_voice_cs_20480554	d	u	900	950	50	ʃ	120	duše	820	1150	330	12.760
common_voice_cs_20480747	t	a	1550	1590	40	k	50	tak	1490	1640	150	14.341
common_voice_cs_20480750	p	i	420	530	110	ʃ	200	napiš	210	730	520	13.433
common_voice_cs_20480769	t	a	870	950	80	t	50	tato	810	1050	240	10.345
common_voice_cs_20480783	p	a	1070	1130	60	t	70	špatně	940	1270	330	12.791
common_voice_cs_20480794	t	a	600	740	140	k	70	taky	540	840	300	11.972
common_voice_cs_20480803	t	a	410	470	60	k	80	tak	360	550	190	14.592
common_voice_cs_20480819	t	a	970	1050	80	k	60	také	920	1230	310	12.500
common_voice_cs_20480823	p	a	390	480	90	k	60	pak	340	540	200	13.904
common_voice_cs_20480824	t	a	170	270	100	k	110	tak	50	380	330	8.491
common_voice_cs_20480827	p	a	1110	1190	80	k	50	naopak	840	1240	400	14.182
common_voice_cs_20480832	t	a	1760	1850	90	k	60	takový	1720	2160	440	15.202
common_voice_cs_20480834	p	a	450	530	80	k	70	pak	400	600	200	13.475
common_voice_cs_20480837	p	i	380	430	50	s	100	pistoli	330	730	400	15.768
common_voice_cs_20480848	p	i	500	600	100	ʃ	200	napiš	260	800	540	12.214
common_voice_cs_20480853	t	a	1100	1190	90	k	60	tak	1040	1250	210	11.429
common_voice_cs_20480864	t	a	880	990	110	k	70	tak	830	1060	230	10.169
common_voice_cs_20480879	t	a	430	520	90	k	60	takovýchhle	370	1090	720	13.231
common_voice_cs_20480879	p	i	1260	1320	60	s	130	popisů	1090	1840	750	13.231
common_voice_cs_20480882	t	a	990	1050	60	t	80	ostatní	800	1380	580	13.372
common_voice_cs_20480892	p	a	510	640	130	k	200	pak	450	840	390	10.853
common_voice_cs_20480924	p	a	1820	1880	60	k	40	pak	1740	1920	180	15.044
common_voice_cs_20480936	p	a	1130	1210	80	k	30	pak	1080	1240	160	15.493
common_voice_cs_20480940	t	a	1420	1500	80	k	90	tak	1370	1590	220	16.129
common_voice_cs_20480992	t	a	1140	1190	50	t	60	tato	1090	1360	270	11.749
