path	Consonant_before_vowel	Vowel	Start_time_V(ms)	End_time_V(ms)	Duration_V(ms)	Phone_after_V	Duration_phone_after_V(ms)	Word	Starttime_word(ms)	Endtime_word(ms)	Word_Duration(ms)	Speaker_rate
common_voice_hu_23235415	d	u	1570	1630	60	ʃ	110	koldusnak	1290	1950	660	10.821
common_voice_hu_23235432	p	i	1610	1690	80	k	80	piké	1570	1880	310	13.258
common_voice_hu_23235433	d	i	1510	1570	60	k	30	hetedikbe	1180	1700	520	12.055
common_voice_hu_23235961	p	ɑ	850	950	100	t	80	patkányok	780	1400	620	11.574
common_voice_hu_23235976	b	u	640	720	80	t	70	buta	500	840	340	11.009
common_voice_hu_23235982	t	ɑ	2700	2750	50	k	60	fájtak	2460	2810	350	10.965
common_voice_hu_23235986	k	u	1510	1560	50	ʃ	50	publikus	1180	1610	430	12.403
common_voice_hu_23307861	k	ɑ	2880	2910	30	t	30	tanácsokat	2410	2940	530	11.972
common_voice_hu_23309106	t	ɑ	1700	1730	30	t	30	vágtatott	1440	1960	520	12.055
common_voice_hu_23340718	k	i	560	640	80	ʃ	80	kiskutya	480	940	460	11.499
common_voice_hu_23340729	k	ɑ	1640	1740	100	s	100	szakasztott	1320	2050	730	12.134
common_voice_hu_23340738	k	ɑ	2140	2230	90	p	60	felkapta	1820	2430	610	10.32
common_voice_hu_23340926	k	ɑ	1850	1940	90	p	60	kapta	1780	2110	330	10.465
common_voice_hu_23341566	t	ɑ	1840	1920	80	t	100	kibírhatatlan	1310	2180	870	12.791
common_voice_hu_23345532	k	ɑ	1090	1160	70	p	70	visszakaptam	700	1370	670	10.692
common_voice_hu_23345533	d	ɑ	2240	2290	50	ʃ	110	gazdasági	2000	2610	610	13.703
common_voice_hu_23345546	t	ɑ	1790	1870	80	t	90	végeláthatatlan	1160	2120	960	11.876
common_voice_hu_23345575	k	ɑ	1360	1450	90	k	30	kakas	1300	1640	340	11.139
common_voice_hu_23345575	k	ɑ	1480	1570	90	ʃ	70	kakas	1300	1640	340	11.139
common_voice_hu_23345587	ɡ	ɑ	2320	2390	70	t	50	forgathatta	2080	2940	860	12.077
common_voice_hu_23356234	d	i	1090	1170	80	k	80	prédikál	860	1520	660	12.183
common_voice_hu_23356311	k	i	1300	1340	40	p	80	kipróbálhatnád	1210	2040	830	15.966
common_voice_hu_23356343	t	i	930	960	30	s	60	rendőrtiszt	560	1070	510	15.054
common_voice_hu_23356353	k	i	950	1020	70	t	40	kit	890	1060	170	12.941
common_voice_hu_23356355	d	i	1420	1450	30	s	120	ércdisznót	1060	1780	720	13.929
common_voice_hu_23356370	t	ɑ	1230	1280	50	t	70	gyermeknyaraltatási	510	1560	1050	14.014
common_voice_hu_23356372	k	i	2580	2660	80	ʃ	240	kis	2500	2900	400	13.556
common_voice_hu_23356436	t	ɑ	1110	1210	100	ʃ	80	folytasd	800	1400	600	13.386
common_voice_hu_23356479	k	i	810	880	70	ʃ	100	kis	740	980	240	15.126
common_voice_hu_23356499	t	ɑ	1130	1160	30	t	30	felmutatott	810	1360	550	14.48
common_voice_hu_23356501	t	ɑ	2250	2290	40	k	70	rajtakapta	2060	2560	500	15
common_voice_hu_23356501	k	ɑ	2360	2400	40	p	80	rajtakapta	2060	2560	500	15
common_voice_hu_23356511	ɡ	ɑ	2380	2430	50	t	80	hallgató	2160	2620	460	12.048
common_voice_hu_23356522	k	i	1600	1680	80	k	110	nekik	1430	1790	360	15.362
common_voice_hu_23356539	k	ɑ	650	720	70	t	70	lyukat	440	790	350	15.294
common_voice_hu_23356583	b	i	2010	2080	70	k	70	bikát	1960	2300	340	14.141
common_voice_hu_23356617	k	i	2070	2100	30	ʃ	100	kis	2010	2200	190	14.286
common_voice_hu_23356618	ɡ	ɑ	2060	2120	60	t	70	látogatók	1760	2450	690	14.363
common_voice_hu_23356636	t	ɑ	2550	2630	80	k	110	meghajoltak	2050	2740	690	14.521
common_voice_hu_23356671	ɡ	ɑ	1210	1270	60	s	110	magasztalja	1070	1780	710	13.861
common_voice_hu_23356679	ɡ	ɑ	870	930	60	t	70	támogató	520	1070	550	14.521
common_voice_hu_23356708	d	i	990	1050	60	s	100	disznó	940	1340	400	12.426
common_voice_hu_23356725	p	i	2170	2210	40	p	90	piperebolt	2100	2760	660	14.477
common_voice_hu_23356757	k	i	600	660	60	t	50	kitalálom	550	1170	620	13.295
common_voice_hu_23368056	k	ɑ	2060	2100	40	p	100	kapirgálnak	2010	2700	690	15.317
common_voice_hu_23381727	k	i	3180	3260	80	k	50	kikötői	3130	3650	520	13.462
common_voice_hu_23387604	t	ɑ	930	1000	70	p	70	tapos	870	1360	490	12.556
common_voice_hu_23387606	k	ɑ	970	1050	80	t	100	sokat	750	1150	400	12.667
common_voice_hu_23387623	k	ɑ	660	730	70	t	70	katonai	580	1070	490	12.81
common_voice_hu_23387655	k	i	850	920	70	t	50	kitérdesedett	780	1600	820	12.274
common_voice_hu_23387687	k	i	350	420	70	ʃ	70	kis	280	490	210	14.566
common_voice_hu_23387688	k	ɑ	860	910	50	t	60	ólomkatona	570	1080	510	15.543
common_voice_hu_23387688	ɡ	ɑ	1340	1390	50	t	60	hallgatott	1080	1720	640	15.543
common_voice_hu_23387689	k	ɑ	840	900	60	t	70	azokat	580	970	390	14.737
common_voice_hu_23387690	t	ɑ	1210	1240	30	k	60	voltak	990	1300	310	13.247
common_voice_hu_23387695	k	i	910	970	60	ʃ	80	kis	850	1050	200	15.836
common_voice_hu_23387726	k	i	1290	1340	50	ʃ	100	kismadárnak	1230	1910	680	14.612
common_voice_hu_23387756	k	u	1500	1560	60	ʃ	100	szubszónikus	940	1660	720	14.359
common_voice_hu_23387798	k	i	750	820	70	ʃ	50	kisgyerek	670	1110	440	18.269
common_voice_hu_23387821	t	ɑ	920	970	50	k	30	jártak	700	1000	300	16.412
common_voice_hu_23387829	t	ɑ	530	600	70	ʃ	50	mutasd	360	680	320	15.058
common_voice_hu_23387842	k	i	690	760	70	ʃ	70	kishúga	640	1040	400	14.05
common_voice_hu_23387856	d	ɑ	1100	1140	40	t	60	mondatok	930	1330	400	17.375
common_voice_hu_23387857	t	i	1100	1190	90	k	130	ütik	980	1320	340	13.333
common_voice_hu_23387858	k	i	1250	1290	40	t	90	valakit	1030	1380	350	16.071
common_voice_hu_23387872	t	u	1060	1090	30	ʃ	80	krisztus	800	1170	370	13.253
common_voice_hu_23387876	ɡ	i	2200	2260	60	s	90	megiszik	2090	2550	460	14.835
common_voice_hu_23387878	k	ɑ	1110	1170	60	p	70	kapard	1050	1350	300	13.174
common_voice_hu_23387909	p	ɑ	740	840	100	s	60	kopaszt	540	930	390	14.583
common_voice_hu_23387923	d	ɑ	1320	1400	80	t	70	anyádat	1050	1470	420	14.815
common_voice_hu_23390385	k	ɑ	1170	1230	60	t	70	vizsgáikat	520	1300	780	12.857
common_voice_hu_23390409	k	i	1440	1510	70	t	50	kitartón	1320	1940	620	11.161
common_voice_hu_23390415	ɡ	u	2620	2690	70	k	80	szaguk	2410	2770	360	12.167
common_voice_hu_23390427	k	ɑ	890	980	90	p	80	kapujához	830	1470	640	11.538
common_voice_hu_23390444	t	ɑ	1450	1550	100	t	30	bűvészmutatványban	970	1880	910	14.504
common_voice_hu_23390454	k	ɑ	1690	1760	70	p	60	kapitány	1630	2120	490	13.22
common_voice_hu_23390454	p	i	1820	1890	70	t	50	kapitány	1630	2120	490	13.22
common_voice_hu_23390455	d	ɑ	3310	3390	80	k	50	odakötötte	3160	3770	610	11.594
common_voice_hu_23405144	d	i	1120	1190	70	k	70	nyolcadik	690	1260	570	10.784
common_voice_hu_23405150	k	i	2530	2590	60	ʃ	110	kisfiú	2450	2950	500	8.563
common_voice_hu_23405161	ɡ	ɑ	1560	1630	70	t	70	fülhallgató	1130	1780	650	13.652
common_voice_hu_23405165	t	ɑ	1450	1520	70	t	50	hátat	1180	1570	390	11.919
common_voice_hu_23405172	k	i	1720	1770	50	ʃ	80	kis	1650	1850	200	12.025
common_voice_hu_23436130	k	i	1850	1910	60	t	60	kitöltött	1790	2240	450	14.242
common_voice_hu_23436130	p	ɑ	2300	2360	60	p	100	papírlapot	2240	2980	740	14.242
common_voice_hu_23436178	k	ɑ	2900	2980	80	t	70	vízikígyókat	2140	3050	910	11.736
common_voice_hu_23436178	k	i	3420	3480	60	ʃ	80	kiscsirkéinek	3330	4420	1090	11.736
common_voice_hu_23529085	k	i	2220	2310	90	k	120	nekik	2040	2430	390	11.824
common_voice_hu_23529263	k	i	1340	1410	70	ʃ	110	kis	1260	1520	260	12.853
common_voice_hu_23529265	t	ɑ	3840	3920	80	t	60	megkockáztathatja	3150	4340	1190	12.985
common_voice_hu_23529323	k	u	2810	2870	60	ʃ	100	publikus	2400	2970	570	12.664
common_voice_hu_23529472	k	i	2090	2160	70	ʃ	60	kis	2020	2220	200	13.406
common_voice_hu_23529526	k	i	3470	3510	40	ʃ	110	királykisasszonyt	3110	4110	1000	11.991
common_voice_hu_23529527	k	i	1790	1870	80	k	50	akik	1680	1920	240	15.569
common_voice_hu_23529529	k	i	1330	1400	70	ʃ	130	kislány	1250	1770	520	11.452
common_voice_hu_23529606	t	ɑ	1610	1660	50	k	70	voltaképpen	1350	2020	670	14.721
common_voice_hu_23529648	p	i	610	690	80	s	130	piszok	560	1080	520	9.615
common_voice_hu_23529649	d	i	2110	2170	60	k	80	negyedik	1840	2250	410	14.706
common_voice_hu_23529715	k	ɑ	2030	2090	60	p	80	kapitánnyal	1960	2570	610	13.291
common_voice_hu_23529715	p	i	2170	2240	70	t	50	kapitánnyal	1960	2570	610	13.291
common_voice_hu_23529723	k	u	1490	1530	40	ʃ	90	publikus	1130	1620	490	13.983
common_voice_hu_23529723	d	ɑ	1720	1780	60	t	70	adatokat	1620	2100	480	13.983
common_voice_hu_23529723	k	ɑ	1970	2050	80	t	50	adatokat	1620	2100	480	13.983
common_voice_hu_23529809	d	ɑ	2220	2260	40	s	130	csodaszerű	2030	2700	670	14.677
common_voice_hu_23529850	t	ɑ	2090	2160	70	s	100	állítasz	1710	2260	550	12.097
common_voice_hu_23529851	t	ɑ	1530	1590	60	p	70	tapasztalnia	1450	2150	700	11.499
common_voice_hu_23529851	p	ɑ	1660	1730	70	s	80	tapasztalnia	1450	2150	700	11.499
common_voice_hu_23530448	k	i	1410	1450	40	t	60	senkit	1080	1510	430	13.924
common_voice_hu_23530568	t	ɑ	2670	2740	70	k	50	fordultak	2130	2790	660	14.185
common_voice_hu_23530573	t	ɑ	2060	2140	80	t	110	megmagyarázhatatlan	1290	2400	1110	12.928
common_voice_hu_23530731	k	u	1850	1920	70	p	70	kupa	1760	2060	300	11.043
common_voice_hu_23530733	k	ɑ	1940	2010	70	k	80	kakas	1880	2370	490	11.523
common_voice_hu_23530733	k	ɑ	2090	2200	110	ʃ	170	kakas	1880	2370	490	11.523
common_voice_hu_23548776	t	ɑ	2150	2220	70	t	90	méltatlan	1900	2470	570	14.932
common_voice_hu_23548828	k	i	2450	2510	60	s	120	kiszolgálón	2380	3290	910	13.283
common_voice_hu_23548870	k	ɑ	1560	1620	60	p	70	megkapod	1350	1780	430	15.287
common_voice_hu_23548914	k	ɑ	1570	1670	100	s	80	kiakaszt	1200	1810	610	11.333
common_voice_hu_23548943	k	ɑ	2400	2460	60	t	100	ólomkatona	2000	2800	800	13.514
common_voice_hu_23549048	ɡ	ɑ	2170	2220	50	t	90	magatartására	1980	3140	1160	12.346
common_voice_hu_23549080	k	ɑ	1450	1490	40	p	80	visszakapta	1180	1680	500	15.909
common_voice_hu_23549115	p	u	2640	2690	50	ʃ	90	típusok	2390	2920	530	13.787
common_voice_hu_23549175	p	ɑ	3450	3530	80	p	90	papírlapra	3360	4160	800	11.004
common_voice_hu_23549265	k	i	2770	2830	60	k	40	akik	2630	2870	240	13.994
common_voice_hu_23549270	ɡ	ɑ	1630	1710	80	ʃ	140	magasra	1470	1940	470	13.986
common_voice_hu_23549280	t	ɑ	970	1020	50	k	50	voltak	750	1070	320	12.342
common_voice_hu_23549282	k	ɑ	2080	2140	60	t	90	szalonkatojást	1640	2580	940	13.232
common_voice_hu_23549289	k	ɑ	2580	2650	70	p	80	kapott	2520	2950	430	13.374
common_voice_hu_23549311	t	i	3460	3570	110	k	130	születik	3080	3700	620	12.595
common_voice_hu_23549334	k	ɑ	2110	2170	60	t	90	pulykatojás	1850	2700	850	14.226
common_voice_hu_23549371	k	i	3530	3590	60	ʃ	90	kisfiú	3450	3980	530	12.5
common_voice_hu_23554716	k	i	2750	2840	90	k	130	lakik	2580	2970	390	13.163
common_voice_hu_23554718	b	u	1220	1280	60	t	60	buta	1100	1440	340	12.752
common_voice_hu_23554725	k	ɑ	2450	2530	80	t	90	magyarázatokat	1740	2620	880	13.846
common_voice_hu_23554726	k	i	1520	1570	50	ʃ	100	kis	1450	1670	220	13.878
common_voice_hu_23554730	t	i	1040	1090	50	s	70	tiszteljük	980	1520	540	12.963
common_voice_hu_23554732	t	i	1470	1540	70	s	70	rendőrtiszt	1050	1680	630	12.275
common_voice_hu_23554732	ɡ	ɑ	2250	2320	70	t	90	izgatottan	2040	2800	760	12.275
common_voice_hu_23554739	ɡ	ɑ	2380	2460	80	t	100	északnyugatra	1900	2730	830	12.947
common_voice_hu_23554741	k	i	2620	2660	40	ʃ	90	szultánkisasszony	2080	3110	1030	11.638
common_voice_hu_23554763	k	i	1800	1840	40	ʃ	100	hercegkisasszony	1310	2280	970	13.131
common_voice_hu_23554842	d	ɑ	1990	2050	60	p	90	odapillantva	1800	2550	750	12.069
common_voice_hu_23554883	k	i	3930	4010	80	t	60	akitől	3780	4150	370	10.518
common_voice_hu_23554889	ɡ	i	1570	1630	60	ʃ	90	mégis	1310	1720	410	12.27
common_voice_hu_23554996	k	ɑ	1790	1880	90	p	60	kapni	1720	2080	360	12.308
common_voice_hu_23555023	k	ɑ	1860	1940	80	t	80	katona	1790	2290	500	11.94
common_voice_hu_23555023	k	ɑ	3150	3220	70	p	60	kapott	3060	3470	410	11.94
common_voice_hu_23555121	t	ɑ	1640	1710	70	t	70	mutatnom	1430	1960	530	12.963
common_voice_hu_23564458	k	ɑ	1990	2080	90	ʃ	90	kastélyba	1920	2560	640	11.545
common_voice_hu_23564478	t	u	2540	2570	30	k	50	meguntuk	2160	2620	460	11.084
common_voice_hu_23564480	k	u	2030	2090	60	p	70	hókupac	1790	2340	550	11.943
common_voice_hu_23586786	t	ɑ	1870	1960	90	k	140	hátráltak	1320	2100	780	10.406
common_voice_hu_23592681	ɡ	i	2630	2720	90	k	70	logika	2470	3070	600	11.981
common_voice_hu_23599695	k	ɑ	2880	2980	100	t	150	úrfiakat	2410	3130	720	13.365
common_voice_hu_23599699	ɡ	ɑ	1370	1430	60	t	110	kutyaugatás	1010	1820	810	13.107
common_voice_hu_23599730	p	u	2170	2250	80	t	70	útilaput	1750	2320	570	14.225
common_voice_hu_23599731	k	i	2080	2130	50	ʃ	110	kisujjadat	2010	2730	720	11.186
common_voice_hu_23599731	d	ɑ	2510	2600	90	t	130	kisujjadat	2010	2730	720	11.186
common_voice_hu_23599738	t	ɑ	1300	1350	50	k	60	megolvadtak	740	1410	670	13.757
common_voice_hu_23599740	k	ɑ	3390	3470	80	p	80	kapnánk	3330	3820	490	14.386
common_voice_hu_23599747	ɡ	ɑ	1590	1690	100	t	140	ugat	1450	1830	380	11.33
common_voice_hu_23599753	k	i	880	940	60	s	110	kiszúrja	840	1300	460	15.578
common_voice_hu_23599758	d	i	1230	1280	50	p	100	diplomata	1160	1650	490	14.706
common_voice_hu_23599769	k	i	1690	1740	50	ʃ	90	kis	1630	1830	200	14.859
common_voice_hu_23599785	k	i	2570	2650	80	ʃ	60	kisgyerek	2470	3040	570	13.725
common_voice_hu_23599806	k	i	1100	1180	80	ʃ	60	kisbéka	1030	1520	490	12.2
common_voice_hu_23613494	d	ɑ	2160	2220	60	t	50	mondatokat	1910	2550	640	13.778
common_voice_hu_23613510	t	ɑ	1380	1450	70	t	80	kopogtatás	960	1790	830	12.994
common_voice_hu_23613548	t	ɑ	1450	1510	60	k	90	takarítanak	1400	2250	850	13.559
common_voice_hu_23613549	k	i	1080	1130	50	ʃ	110	kismadár	1020	1510	490	11.95
common_voice_hu_23613576	ɡ	ɑ	2320	2380	60	ʃ	110	magasan	2110	2670	560	9.426
common_voice_hu_23619815	t	ɑ	3000	3180	180	k	30	voltak	2740	3210	470	12.326
common_voice_hu_23619819	p	ɑ	1240	1340	100	t	80	aranypatkót	870	1780	910	10.989
common_voice_hu_23619828	t	ɑ	3090	3130	40	k	50	sorakoztak	2570	3180	610	13.066
common_voice_hu_23619833	k	i	1200	1270	70	k	80	kik	1160	1350	190	14.685
common_voice_hu_23619836	k	i	1410	1510	100	t	50	kiterjesztette	1360	2150	790	11.8
common_voice_hu_23619841	k	i	1280	1360	80	ʃ	90	kis	1200	1450	250	12.115
common_voice_hu_23619850	ɡ	ɑ	1480	1560	80	t	110	ebugatás	1180	1980	800	12.019
common_voice_hu_23619858	d	ɑ	2430	2500	70	t	60	adatkészlet	2280	3060	780	13.419
common_voice_hu_23619860	k	ɑ	1510	1560	50	t	60	virágokat	1060	1620	560	12.992
common_voice_hu_23619860	k	ɑ	2100	2160	60	t	80	olyanokat	1770	2240	470	12.992
common_voice_hu_23619883	k	ɑ	950	1020	70	p	90	lekapta	770	1250	480	13.58
common_voice_hu_23619885	t	ɑ	2130	2200	70	t	110	halhatatlan	1710	2580	870	11.961
common_voice_hu_23629272	ɡ	u	1890	1930	40	t	90	legutolsó	1750	2250	500	14.474
common_voice_hu_23629273	k	ɑ	1800	1850	50	s	110	mágnáskaszinó	1190	2140	950	14.286
common_voice_hu_23629294	p	ɑ	1580	1630	50	t	100	patak	1490	1880	390	12.392
common_voice_hu_23629294	t	ɑ	1730	1790	60	k	90	patak	1490	1880	390	12.392
common_voice_hu_23629302	t	ɑ	2670	2740	70	t	80	folytathat	2400	3070	670	15.324
common_voice_hu_23629307	t	ɑ	1550	1610	60	k	60	adtak	1370	1670	300	13.084
common_voice_hu_23629312	t	ɑ	1420	1500	80	k	80	vártak	1090	1580	490	14.689
common_voice_hu_23629327	ɡ	ɑ	2350	2400	50	t	100	ringatózott	2170	2960	790	12.719
common_voice_hu_23629331	t	ɑ	1270	1330	60	t	100	ártatlan	1010	1590	580	12.304
common_voice_hu_23629340	t	ɑ	1790	1840	50	k	60	szállingóztak	1190	1900	710	14.601
common_voice_hu_23629350	k	i	1370	1410	40	ʃ	80	kis	1310	1490	180	15.254
common_voice_hu_23629362	d	i	1030	1080	50	k	30	harmadik	760	1110	350	15.135
common_voice_hu_23629380	k	ɑ	1410	1470	60	t	70	állatokat	930	1540	610	11.765
common_voice_hu_23629394	k	i	1730	1820	90	k	160	nekik	1540	1980	440	12.957
common_voice_hu_23629394	k	ɑ	2630	2670	40	t	90	katonáknak	2570	3150	580	12.957
common_voice_hu_23629398	k	i	1060	1100	40	ʃ	110	kis	990	1210	220	12.338
common_voice_hu_23629466	k	ɑ	1770	1830	60	t	80	katonai	1710	2160	450	13.83
common_voice_hu_23629470	t	ɑ	1250	1290	40	k	80	dobtak	1030	1370	340	15.638
common_voice_hu_23629479	t	ɑ	1000	1050	50	t	90	altatót	820	1290	470	15.029
common_voice_hu_23629488	d	ɑ	1080	1110	30	t	10	mondatok	780	1180	400	16.975
common_voice_hu_23629505	t	ɑ	1060	1120	60	k	30	betakargatta	890	1600	710	13.553
common_voice_hu_23629526	t	ɑ	1620	1700	80	k	80	írtak	1430	1780	350	12.593
common_voice_hu_23629527	k	i	2370	2400	30	s	80	kiszabott	2300	2740	440	14.845
common_voice_hu_23629528	k	ɑ	1130	1200	70	t	60	ólomkatona	810	1390	580	13.284
common_voice_hu_23629805	t	ɑ	840	920	80	k	90	takarékvilágítás	790	2190	1400	11.429
common_voice_hu_23629817	t	ɑ	2180	2230	50	k	30	álltak	1920	2260	340	13.801
common_voice_hu_23630404	ɡ	ɑ	1400	1470	70	s	100	megvigasztal	1060	1700	640	14.815
common_voice_hu_23630439	d	i	2220	2310	90	k	30	második	1890	2340	450	13.936
common_voice_hu_23630440	k	i	630	700	70	ʃ	90	kis	560	790	230	11.2
common_voice_hu_23630446	k	ɑ	2070	2140	70	p	40	kapott	2020	2290	270	15.634
common_voice_hu_23630477	k	i	1290	1380	90	ʃ	110	kisfiú	1240	1770	530	10
common_voice_hu_23630478	d	ɑ	2040	2140	100	t	80	szirmaidat	1430	2220	790	11.613
common_voice_hu_23630488	k	ɑ	840	900	60	t	60	azokat	580	960	380	13.194
common_voice_hu_23630490	d	ɑ	1200	1270	70	t	90	adatvédelem	1090	1770	680	14.525
common_voice_hu_23630533	k	i	970	1080	110	t	40	kitették	900	1660	760	8.667
common_voice_hu_23630572	ɡ	i	2410	2480	70	ʃ	80	mégis	2140	2560	420	10.478
common_voice_hu_23630616	k	ɑ	790	870	80	t	50	katit	730	1050	320	13.393
common_voice_hu_23630616	t	i	920	1020	100	t	30	katit	730	1050	320	13.393
common_voice_hu_23630656	k	ɑ	1220	1340	120	t	70	csillagokat	580	1410	830	11.302
common_voice_hu_23630666	t	i	1620	1660	40	s	80	tiszta	1540	1830	290	16.318
common_voice_hu_23630702	k	i	2490	2580	90	ʃ	60	kiskacsa	2460	2890	430	13.699
common_voice_hu_23630708	k	i	870	950	80	t	50	kitűnően	830	1320	490	15.179
common_voice_hu_23630711	k	ɑ	1320	1380	60	t	60	sokat	1130	1440	310	15.625
common_voice_hu_23630728	t	ɑ	940	1010	70	k	30	lezuhantak	470	1040	570	14.489
common_voice_hu_23630758	p	ɑ	2950	3030	80	p	50	papnak	2860	3290	430	14.723
common_voice_hu_23630861	ɡ	ɑ	1480	1520	40	k	90	drágakő	1210	1700	490	14.948
common_voice_hu_23630898	ɡ	i	1580	1640	60	ʃ	110	mégis	1320	1750	430	10.714
common_voice_hu_23630925	k	ɑ	2590	2670	80	t	130	számokat	2170	2800	630	10.39
common_voice_hu_23630938	k	ɑ	1440	1540	100	t	70	tagokat	1030	1610	580	11.86
common_voice_hu_23630995	ɡ	u	1920	1990	70	k	80	boldogságuk	1090	2070	980	11.491
common_voice_hu_23631009	d	i	1920	1980	60	k	50	kötődik	1520	2030	510	11.31
common_voice_hu_23631019	k	i	890	1010	120	t	40	kiteregeti	820	1640	820	9.444
common_voice_hu_23631084	d	i	2410	2470	60	k	50	huszonegyedik	1830	2520	690	14.412
common_voice_hu_23631088	k	i	2510	2580	70	ʃ	130	kisvarangy	2410	3100	690	10.864
common_voice_hu_23631090	k	i	1130	1250	120	t	60	kitűnik	1070	1700	630	10.29
common_voice_hu_23631112	d	i	1170	1260	90	s	110	disznót	980	1720	740	7.653
common_voice_hu_23631124	p	ɑ	740	810	70	t	70	csapatokat	540	1130	590	15
common_voice_hu_23631124	k	ɑ	990	1050	60	t	80	csapatokat	540	1130	590	15
common_voice_hu_23631125	t	ɑ	2030	2090	60	k	70	szoktak	1800	2160	360	15.206
common_voice_hu_23631148	ɡ	ɑ	2330	2380	50	t	120	magatartás	2160	2930	770	14.77
common_voice_hu_23631156	t	ɑ	2690	2760	70	k	50	puffantak	2290	2810	520	14.849
common_voice_hu_23631221	t	ɑ	2040	2080	40	t	90	kockáztatnia	1570	2310	740	15.104
common_voice_hu_23631227	p	i	1340	1430	90	t	50	jupiternek	1190	1790	600	15.663
common_voice_hu_23631257	d	ɑ	1180	1230	50	p	70	budapest	1050	1500	450	14.554
common_voice_hu_23631313	ɡ	ɑ	1440	1530	90	ʃ	110	magasabb	1200	1840	640	9.764
common_voice_hu_23631314	k	i	1930	2030	100	k	50	kikötéseket	1830	2930	1100	10.663
common_voice_hu_23631315	d	ɑ	1460	1550	90	p	100	budapest	1260	1910	650	10.764
common_voice_hu_23631322	k	ɑ	900	950	50	t	90	lakat	730	1040	310	11.702
common_voice_hu_23631334	t	ɑ	1330	1380	50	k	90	akartak	1000	1470	470	13.725
common_voice_hu_23631408	k	ɑ	2370	2440	70	t	70	lámpákat	1830	2510	680	10.866
common_voice_hu_23631428	k	ɑ	610	710	100	p	80	kapitány	540	1240	700	10.884
common_voice_hu_23631428	p	i	790	900	110	t	60	kapitány	540	1240	700	10.884
common_voice_hu_23631462	t	ɑ	1080	1130	50	k	40	vágtak	830	1170	340	12.805
common_voice_hu_23631469	t	ɑ	1000	1060	60	k	70	felálltak	680	1130	450	15.819
common_voice_hu_23631471	t	ɑ	2320	2360	40	k	70	besuhantak	1880	2430	550	14.89
